DOI,Title,Authors,Journal,Year,Abstract,LitmapsId,Cited By,References,PubMedId,Tags
10.17323/1996-7845-2017-03-137,Implementing the G20/OECD Principles of Corporate Governance: What is the Progress in BRICS and Indonesia?,T. Lanshina,International Organisations Research Journal,2017,"This article analyzes the implementation of the G20/OECD Principles of Corporate Governance by Russia compared to other BRICS countries and Indonesia. Originally, these principles were adopted by the Organisation for Economic Co-operation and Development (OECD) in 1999. The last (third) version was developed in 2014-2015, with the active involvement of the Group of 20 (G20), and was adopted at the G20 Antalya Summit in Turkey in November 2015. There are no dramatic changes in the new document, although it contains several new recommendations that became necessary after the 2008 global financial crisis.The article focuses on the actions of six countries and on real changes in these countries. The author assesses the OECD recommendations on implementing the G20/OECD principles. According to these recommendations, researchers should not pay much attention to quantitative analysis, because many important issues are unobservable for them. The author thus accentuates qualitative research methods and comparative analysis. The results of the study show that Brazil, Indonesia and Russia were most active in implementation, and South Africa and China did not act, and India achieved only partial implementation.Despite the vast documentation on the formal implementation of corporate governance principles in Russia in recent years, there has been little real improvement in terms of information disclosure (including data on management remuneration), gender diversity on corporate boards and the share of independent directors. Moreover, Russian companies are characterized by a high concentration of capital, and the role of boards is often reduced to formalities. Still, the author assesses Russia’s efforts as “substantial implementation,” mainly for its initiative (and not results). The study also concluded that similar limitations are found in the other countries it researched.",228609851,3,0,,thesis_draft
10.1109/jproc.2023.3247480,Model-Based Deep Learning,"Nir Shlezinger, Jay Whang, Yonina C. Eldar, A. Dimakis",Proceedings of the IEEE,2020,"Signal processing, communications, and control have traditionally relied on classical statistical modeling techniques. Such model-based methods utilize mathematical formulations that represent the underlying physics, prior information, and additional domain knowledge. Simple classical models are useful but sensitive to inaccuracies and may lead to poor performance when real systems display complex or dynamic behavior. On the other hand, purely data-driven approaches that are model-agnostic are becoming increasingly popular as datasets become abundant and the power of modern deep learning pipelines increases. Deep neural networks (DNNs) use generic architectures that learn to operate from data and demonstrate excellent performance, especially for supervised problems. However, DNNs typically require massive amounts of data and immense computational resources, limiting their applicability for some scenarios. In this article, we present the leading approaches for studying and designing model-based deep learning systems. These are methods that combine principled mathematical models with data-driven systems to benefit from the advantages of both approaches. Such model-based deep learning methods exploit both partial domain knowledge, via mathematical structures designed for specific problems, and learning from limited data. Among the applications detailed in our examples for model-based deep learning are compressed sensing, digital communications, and tracking in state-space models. Our aim is to facilitate the design and study of future systems at the intersection of signal processing and machine learning that incorporate the advantages of both domains.",242230821,584,219,,thesis_draft
10.1007/s10516-022-09647-x,Measuring the Agreement of Mathematical Peer Reviewers,"Benedikt Löwe, Benedikt Löwe",Axiomathes,2022,"Abstract We investigate the possibility of arguing for or against the philosophical position that mathematics is an epistemic exception on the basis of agreement data from the mathematical peer review process and argue that Cohen’s $$\kappa $$ <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""> <mml:mi>κ</mml:mi> </mml:math> , the standard agreement measure used for inter-rater agreement, is unable to detect epistemic exceptionality from peer review data.",250543756,4,42,,thesis_draft
10.48550/arxiv.2201.11903,Chain of Thought Prompting Elicits Reasoning in Large Language Models,"Wei, Jason, Wang, Xuezhi, Schuurmans, Dale, Bosma, Maarten, Chi, Ed, Le, Quoc, Zhou, Denny",Neural Information Processing Systems,2022,"We explore how generating a chain of thought -- a series of intermediate reasoning steps -- significantly improves the ability of large language models to perform complex reasoning. In particular, we show how such reasoning abilities emerge naturally in sufficiently large language models via a simple method called chain of thought prompting, where a few chain of thought demonstrations are provided as exemplars in prompting. Experiments on three large language models show that chain of thought prompting improves performance on a range of arithmetic, commonsense, and symbolic reasoning tasks. The empirical gains can be striking. For instance, prompting a 540B-parameter language model with just eight chain of thought exemplars achieves state of the art accuracy on the GSM8K benchmark of math word problems, surpassing even finetuned GPT-3 with a verifier.",253706456,23948,154,,thesis_draft
(missing DOI),Epidemic Event Extraction in Multilingual and Low-resource Settings. (Extraction d'événements épidémiologiques dans un contexte multilingue et peu doté),Stephen Mutuvi,(missing journal),2022,(missing abstract),260701526,0,0,,thesis_draft
10.1609/aaai.v34i04.6102,Transparent Classification with Multilayer Logical Perceptrons and Random Binarization,"Zhuo Wang, Wei Zhang, Ning Liu, Jianyong Wang",Proceedings of the ... AAAI Conference on Artificial Intelligence,2020,"Models with transparent inner structure and high classification performance are required to reduce potential risk and provide trust for users in domains like health care, finance, security, etc. However, existing models are hard to simultaneously satisfy the above two properties. In this paper, we propose a new hierarchical rule-based model for classification tasks, named Concept Rule Sets (CRS), which has both a strong expressive ability and a transparent inner structure. To address the challenge of efficiently learning the non-differentiable CRS model, we propose a novel neural network architecture, Multilayer Logical Perceptron (MLLP), which is a continuous version of CRS. Using MLLP and the Random Binarization (RB) method we proposed, we can search the discrete solution of CRS in continuous space using gradient descent and ensure the discrete CRS acts almost the same as the corresponding continuous MLLP. Experiments on 12 public data sets show that CRS outperforms the state-of-the-art approaches and the complexity of the learned CRS is close to the simple decision tree.",260925388,54,59,,thesis_draft
10.1162/coli.07-034-r2,Survey Article: Inter-Coder Agreement for Computational Linguistics,"Ron Artstein, Massimo Poesio",International Conference on Computational Logic,2008,"Abstract This article is a survey of methods for measuring agreement among corpus annotators. It exposes the mathematics and underlying assumptions of agreement coefficients, covering Krippendorff's alpha as well as Scott's pi and Cohen's kappa; discusses the use of coefficients in several annotation tasks; and argues that weighted, alpha-like coefficients, traditionally less used than kappa-like measures in computational linguistics, may be more appropriate for many corpus annotation tasks—but that their use makes the interpretation of the value of the coefficient even harder.",261153700,1876,196,,thesis_draft
10.1016/j.frl.2022.102776,Cheap talk and cherry-picking: What ClimateBert has to say on corporate climate risk disclosures,"Julia Anna Bingler, Mathias Kraus, Markus Leippold, Nicolas Webersinke",Finance Research Letters,2022,(missing abstract),261177918,252,49,,thesis_draft
10.20982/tqmp.08.1.p023,Computing Inter-Rater Reliability for Observational Data: An Overview and Tutorial.,Kevin A. Hallgren,Tutorials in Quantitative Methods for Psychology,2012,"Many research designs require the assessment of inter-rater reliability (IRR) to demonstrate consistency among observational ratings provided by multiple coders. However, many studies use incorrect statistical procedures, fail to fully report the information necessary to interpret their results, or do not address how IRR affects the power of their subsequent analyses for hypothesis testing. This paper provides an overview of methodological issues related to the assessment of IRR with a focus on study design, selection of appropriate statistics, and the computation, interpretation, and reporting of some commonly-used IRR statistics. Computational examples include SPSS and R syntax for computing Cohen’s kappa and intra-class correlations to assess IRR.",261347922,4201,32,,thesis_draft
10.48550/arxiv.2305.09509,Bidirectional Generative Framework for Cross-domain Aspect-based Sentiment Analysis,"Yue Deng, Wenxuan Zhang, Sinno Jialin Pan, Lidong Bing",arXiv.org,2023,"Cross-domain aspect-based sentiment analysis (ABSA) aims to perform various fine-grained sentiment analysis tasks on a target domain by transferring knowledge from a source domain. Since labeled data only exists in the source domain, a model is expected to bridge the domain gap for tackling cross-domain ABSA. Though domain adaptation methods have proven to be effective, most of them are based on a discriminative model, which needs to be specifically designed for different ABSA tasks. To offer a more general solution, we propose a unified bidirectional generative framework to tackle various cross-domain ABSA tasks. Specifically, our framework trains a generative model in both text-to-label and label-to-text directions. The former transforms each task into a unified format to learn domain-agnostic features, and the latter generates natural sentences from noisy labels for data augmentation, with which a more accurate model can be trained. To investigate the effectiveness and generality of our framework, we conduct extensive experiments on four cross-domain ABSA tasks and present new state-of-the-art results on all tasks. Our data and code are publicly available at https://github.com/DAMO-NLP-SG/BGCA.",261843637,28,67,,thesis_draft
