record_id,label,score,climate_commitment,climatebert_model,climatebert_model_backend,climatebert_job_id
r027_007,none,0.99903,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r027_008,governance,0.990099,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r027_009,none,0.989817,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r027_010,none,0.948888,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r035_000,none,0.998544,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r035_001,none,0.999045,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r035_002,none,0.99818,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r035_003,none,0.999187,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r035_004,none,0.998981,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r035_005,none,0.999009,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r035_006,none,0.996039,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r035_007,none,0.997586,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r035_008,none,0.998556,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r035_009,none,0.99909,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r035_010,none,0.998948,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r035_011,none,0.999176,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r035_012,none,0.99919,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r035_013,none,0.999195,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r041_000,governance,0.680178,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r041_001,none,0.998604,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r041_002,none,0.99926,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r041_003,none,0.99846,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r041_004,none,0.999214,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r041_005,none,0.998834,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r041_006,none,0.998968,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r041_007,none,0.99895,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r043_000,none,0.999069,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r043_001,none,0.999041,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r043_002,none,0.998976,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r043_003,none,0.999242,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r043_004,none,0.999259,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r043_005,none,0.999131,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r043_006,none,0.99921,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r043_007,none,0.999056,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r043_008,none,0.99915,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r043_009,none,0.999189,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r043_010,none,0.999222,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r043_011,none,0.999255,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r048_000,governance,0.680178,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r048_001,none,0.998706,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r048_002,none,0.998111,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r048_003,none,0.99926,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r048_004,none,0.99898,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r048_005,none,0.998957,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r048_006,none,0.999139,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r048_007,none,0.997987,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r048_008,none,0.998279,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r048_009,none,0.757239,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r048_010,none,0.999319,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r048_011,none,0.998934,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r048_012,governance,0.590821,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r048_013,none,0.99895,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r048_014,none,0.998846,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r048_015,none,0.999045,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r048_016,none,0.998568,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r049_000,none,0.998415,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r049_001,none,0.998761,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r049_002,none,0.998929,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r049_003,none,0.999072,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r049_004,none,0.998713,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r049_005,none,0.998824,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r049_006,none,0.998847,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r049_007,none,0.998645,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r049_008,none,0.999302,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r049_009,none,0.998911,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r049_010,none,0.999011,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r049_011,none,0.999112,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r049_012,none,0.958498,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r049_013,governance,0.531686,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r049_014,none,0.996237,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r049_015,none,0.997608,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r049_016,none,0.99829,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r049_017,none,0.999057,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r049_018,none,0.998586,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r049_019,none,0.999108,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r049_020,none,0.99712,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r049_021,none,0.99903,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r049_022,none,0.999157,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r049_023,none,0.998815,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r049_024,none,0.999296,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r073_000,none,0.998544,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r073_001,none,0.999045,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r073_002,none,0.99818,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r073_003,none,0.999187,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r073_004,none,0.999009,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r073_005,none,0.996039,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r073_006,none,0.997586,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r073_007,none,0.998556,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r073_008,none,0.997893,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r073_009,none,0.99918,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r073_010,none,0.994022,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r073_011,none,0.998807,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r073_012,none,0.999218,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r073_013,none,0.99917,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r073_014,none,0.998242,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r073_015,none,0.999135,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r073_016,none,0.999122,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r073_017,none,0.998403,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r079_000,none,0.99903,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r079_001,governance,0.842132,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r079_002,none,0.998111,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r079_003,none,0.99926,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r079_004,none,0.99898,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r079_005,none,0.998957,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r079_006,none,0.999139,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r079_007,none,0.998898,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r079_008,none,0.999139,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r079_009,none,0.999113,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r079_010,none,0.998968,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r079_011,none,0.999021,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r079_012,none,0.999129,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r079_013,none,0.999051,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r080_000,none,0.99537,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r080_001,none,0.998455,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r080_002,none,0.998383,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r080_003,none,0.995942,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r080_004,none,0.998982,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r080_005,none,0.999052,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r080_006,none,0.999215,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r080_007,none,0.999098,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r080_008,none,0.998856,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r081_000,none,0.998546,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r081_001,none,0.999146,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r081_002,none,0.998933,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r081_003,none,0.998776,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r081_004,none,0.998645,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r084_000,none,0.997707,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r084_001,governance,0.980713,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r084_002,none,0.997722,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r084_003,none,0.987307,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r084_004,none,0.99795,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r084_005,none,0.999203,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r084_006,none,0.999258,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r084_007,none,0.999082,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r084_008,none,0.999078,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r084_009,none,0.992686,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r084_010,none,0.97587,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r084_011,governance,0.614121,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r084_012,none,0.998241,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r084_013,none,0.997332,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r084_014,none,0.998672,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r084_015,none,0.990127,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r084_016,none,0.997623,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r084_017,none,0.994605,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r084_018,none,0.974353,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r084_019,none,0.997599,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r084_020,none,0.998457,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r084_021,none,0.998446,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r084_022,none,0.998358,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r084_023,governance,0.878664,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r084_024,none,0.993293,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r084_025,none,0.786406,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r084_026,governance,0.99957,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r084_027,none,0.992919,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r084_028,none,0.998852,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r084_029,none,0.998853,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r085_000,none,0.999069,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r085_001,none,0.999041,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r085_002,none,0.998976,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r085_003,none,0.999259,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r088_000,governance,0.680178,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r088_001,none,0.998604,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r088_002,none,0.99926,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r088_003,none,0.99846,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r088_004,none,0.999139,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r088_005,none,0.967694,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r088_006,none,0.999082,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r088_007,none,0.999153,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r088_008,none,0.967694,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r088_009,none,0.999319,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r088_010,none,0.998934,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r088_011,governance,0.590821,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r088_012,none,0.999172,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r090_000,none,0.998946,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r090_001,none,0.998817,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r091_000,none,0.998946,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r091_001,none,0.999118,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r092_000,none,0.998946,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r092_001,none,0.605424,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r093_000,none,0.998946,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r094_000,none,0.999156,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r094_001,none,0.998354,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r095_000,none,0.998946,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r095_001,none,0.998817,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r095_002,none,0.998354,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r096_000,none,0.998946,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r096_001,none,0.998354,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r096_002,none,0.998817,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r097_000,none,0.998946,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r098_000,none,0.998946,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r098_001,none,0.998817,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r098_002,none,0.998934,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r098_003,none,0.999108,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r099_000,none,0.998946,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r099_001,none,0.998817,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r099_002,none,0.998354,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r099_003,none,0.998917,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r099_004,none,0.999232,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r099_005,none,0.999281,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r100_000,none,0.999156,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
r100_001,none,0.998946,False,GovRoBERTa-governance,Local model,climatebert_multi_20260527T052155Z_0261a1
