DOI,Title,Authors,Journal,Year,Abstract,LitmapsId,Cited By,References,PubMedId,Tags
10.1109/access.2020.3031217,A Systematic Review on Implicit and Explicit Aspect Extraction in Sentiment Analysis,"Jaafar Zubairu Maitama, Norisma Idris, Asad Abdi, Liyana Shuib, Rosmadi Fauzi",IEEE Access,2020,"Aspect-based sentiment analysis (ABSA) is currently among the most vigorous areas in natural language processing (NLP). Individuals, private and government institutions are increasingly using media sources for decision making. In the last decade, aspect extraction has been the most essential phase of sentiment analysis (SA) to conduct an abridged sentiment classification. However, previous studies on sentiment analysis mostly focused on explicit aspects extraction with limited work on implicit aspects. To the best of our knowledge, this is the first systematic review that covers implicit, explicit, and the combination of both implicit and explicit aspect extractions. Therefore, this systematic review has been conducted to, 1) identify techniques used for extracting implicit, explicit, or both implicit and explicit aspects; 2) analyze the various evaluation metrics, data domains, and languages involved in the implicit and explicit aspect extraction in sentiment analysis from years 2008 to 2019; 3) identify the key challenges associated with the techniques based on the result of a comprehensive comparative analysis; and finally, 4) highlight the feasible opportunities for future research directions. This review can be used to assist novice and prominent researchers to understand the concept of both implicit and explicit aspect extractions in aspect-based sentiment analysis domain.",58467486,64,160,,"sna, summarization"
10.18653/v1/2021.wnut-1.55,MultiLexNorm: A Shared Task on Multilingual Lexical Normalization,"R. Goot, Alan Ramponi, A. Zubiaga, Barbara Plank, Benjamin Muller, I. Roncal, Nikola Ljubesic, Özlem Çetinoğlu, Rahmad Mahendra, Talha Çolakoglu, Timothy Baldwin, Tommaso Caselli, Wladimir Sidorenko, Bruno Kessler",Proceedings of the Seventh Workshop on Noisy User-generated Text (W-NUT 2021),2021,"Lexical normalization is the task of transforming an utterance into its standardized form. This task is beneficial for downstream analysis, as it provides a way to harmonize (often spontaneous) linguistic variation. Such variation is typical for social media on which information is shared in a multitude of ways, including diverse languages and code-switching. Since the seminal work of Han and Baldwin (2011) a decade ago, lexical normalization has attracted attention in English and multiple other languages. However, there exists a lack of a common benchmark for comparison of systems across languages with a homogeneous data and evaluation setup. The MULTILEXNORM shared task sets out to fill this gap. We provide the largest publicly available multilingual lexical normalization benchmark including 12 language variants. We propose a homogenized evaluation setup with both intrinsic and extrinsic evaluation. As extrinsic evaluation, we use dependency parsing and part-ofspeech tagging with adapted evaluation metrics (a-LAS, a-UAS, and a-POS) to account for alignment discrepancies. The shared task hosted at W-NUT 2021 attracted 9 participants and 18 submissions. The results show that neural normalization systems outperform the previous state-of-the-art system by a large margin. Downstream parsing and part-of-speech tagging performance is positively affected but to varying degrees, with improvements of up to 1.72 a-LAS, 0.85 a-UAS, and 1.54 a-POS for the winning system.1",12143561,59,91,,summarization
10.3115/1613984.1613985,Using N-Grams To Understand the Nature of Summaries,"Michele Banko, Lucy Vanderwende",NAACL,2004,"Although single-document summarization is a well-studied task, the nature of multi-document summarization is only beginning to be studied in detail. While close attention has been paid to what technologies are necessary when moving from single to multi-document summarization, the properties of human-written multi-document summaries have not been quantified. In this paper, we empirically characterize human-written summaries provided in a widely used summarization corpus by attempting to answer the questions: Can multi-document summaries that are written by humans be characterized as extractive or generative? Are multi-document summaries less extractive than single-document summaries? Our results suggest that extraction-based techniques which have been successful for single-document summarization may not be sufficient when summarizing multiple documents.",46756357,58,14,,summarization
10.1109/access.2024.3386969,Comparative Analysis of Deep Natural Networks and Large Language Models for Aspect-Based Sentiment Analysis,"Nimra Mughal, Ghulam Mujtaba, Sarang Shaikh, Aveenash Kumar, Sher Muhammad Daudpota",IEEE Access,2024,"Sentiment analysis is essential for comprehending public opinion, particularly when considering e-commerce and the expansion of online businesses. Early approaches treated sentiment analysis as a document or sentence-level classification problem, lacking the ability to capture nuanced opinions about specific aspects. This limitation was addressed by the development of aspect-based sentiment analysis (ABSA), which links sentiment to specific aspects that are mentioned explicitly or implicitly in the review. ABSA is relatively a recent field of sentiment analysis and the existing models for ABSA face three main challenges, including domain-specificity, reliance on labeled data, and a lack of exploration into the potential of newer large language models (LLMs) such as GPT, PaLM, and T5. Leveraging a diverse set of datasets, including DOTSA, MAMS, and SemEval16, we evaluate the performance of prominent models such as ATAE-LSTM, flan-t5-large-absa, DeBERTa, PaLM, and GPT-3.5-Turbo. Our findings reveal nuanced strengths and weaknesses of these models across different domains, with DeBERTa emerging as consistently high-performing and PaLM demonstrating remarkable competitiveness for aspect term sentiment analysis (ATSA) tasks. In addition, the PaLM demonstrates competitive performance for all the domains that were used in the experiments including the restaurant, hotel, books, clothing, and laptop reviews. Notably, the analysis underscores the models’ domain sensitivity, shedding light on their varying efficacy for both ATSA and ACSA tasks. These insights contribute to a deeper understanding of model applicability and highlight potential areas for improvement in ABSA research and development.",271486251,55,92,,summarization
10.1007/s10462-023-10633-x,"Exploring aspect-based sentiment quadruple extraction with implicit aspects, opinions, and ChatGPT: a comprehensive survey","Hao Zhang, Yu-N Cheah, Osamah Mohammed Alyasiri, Jieyu An",Artificial Intelligence Review,2024,"Abstract In contrast to earlier ABSA studies primarily concentrating on individual sentiment components, recent research has ventured into more complex ABSA tasks encompassing multiple elements, including pair, triplet, and quadruple sentiment analysis. Quadruple sentiment analysis, also called aspect-category-opinion-sentiment quadruple Extraction (ACOSQE), aims to dissect aspect terms, aspect categories, opinion terms, and sentiment polarities while considering implicit sentiment within sentences. Nonetheless, a comprehensive overview of ACOSQE and its corresponding solutions is currently lacking. This is the precise gap that our survey seeks to address. To be more precise, we systematically reclassify all subtasks of ABSA, reorganizing existing research from the perspective of the involved sentiment elements, with a primary focus on the latest advancements in the ACOSQE task. Regarding solutions, our survey offers a comprehensive summary of the state-of-the-art utilization of language models within the ACOSQE task. Additionally, we explore the application of ChatGPT in sentiment analysis. Finally, we review emerging trends and discuss the challenges, providing insights into potential future directions for ACOSQE within the broader context of ABSA.",268541511,43,98,,"sna, summarization"
10.13053/cys-21-4-2855,"Extractive Summarization: Limits, Compression, Generalized Model and Heuristics","Rakesh M. Verma, Daniel Lee",Computación Y Sistemas,2018,"Due to its promise to alleviate information overload, text summarization has attracted the attention of many researchers. However, it has remained a serious challenge. Here, we ﬁrst prove empirical limits on the recall (and F1-scores) of extractive summarizers on the DUC datasets under ROUGE evaluation for both the single-document and multi-document summarization tasks. Next we deﬁne the concept of compressibility of a document and present a new model of summarization, which generalizes existing models in the literature and integrates several dimensions of the summarization problem, viz., abstractive versus extractive, single versus multi-document, and syntactic versus semantic. Finally, we examine some new and some existing single-document summarization algorithms in a single framework and compare with state of the art summarizers on DUC data.",261330987,33,51,,summarization
10.1109/access.2023.3348342,BERT-Based Model for Aspect-Based Sentiment Analysis for Analyzing Arabic Open-Ended Survey Responses: A Case Study,"Khloud A. Alshaikh, Omaima Almatrafi, Yoosef B. Abushark",IEEE Access,2024,"Educational institutions typically gather feedback from beneficiaries through formal surveys. Offering open-ended questions allows students to express their opinions about matters that may not have been measured directly in closed-ended questions. However, responses to open-ended questions are typically overlooked due to the time and effort required. Aspect-based sentiment analysis is used to automate the process of extracting fine-grained information from texts. This study aims to 1) examine the performance of different BERT-based models for aspect term extraction for Arabic text sourced from educational institution surveys; 2) develop a system that automates the ABSA process in a way that will automatically label survey responses. An end-to-end system was developed as a case study to extract aspect terms, identify their polarity, map extracted aspects to their respective categories, and aggregate category polarity. To accomplish this, the models were evaluated using an in-house dataset. The result showed that FAST-LCF-ATEPC, a multilingual checkpoint, outperformed other models including AraBERT, MARBERT, and QARiB, in the aspect-term extraction task, with an F1 score of 0.58. Hence, it was used for aspect-term polarity classification, showing an F1 score of 0.86. Mapping aspects to their respective categories using a predefined list yielded an average F1 score of 0.98. Furthermore, the polarities of the categories were aggregated to summarize the overall polarity for each category. The developed system can support Arabic educational institutions in harnessing valuable information in responses to open-ended survey questions, allowing decision-makers to better allocate resources, and improve facilities, services, and students’ learning experiences.",267937223,27,63,,summarization
10.18653/v1/2023.ijcnlp-main.41,A Review of Datasets for Aspect-based Sentiment Analysis,"Siva Uday Sampreeth Chebolu, Franck Dernoncourt, Nedim Lipka, T. Solorio",International Joint Conference on Natural Language Processing,2022,"Aspect-based sentiment analysis (ABSA) is a natural language processing problem that requires analyzing user-generated reviews to determine: a) The target entity being reviewed, b) The high-level aspect to which it belongs, and c) The sentiment expressed toward the targets and the aspects. Numerous yet scattered corpora for ABSA make it difficult for researchers to identify corpora best suited for a specific ABSA subtask quickly. This study aims to present a database of corpora that can be used to train and assess autonomous ABSA systems. Additionally, we provide an overview of the major corpora for ABSA and its subtasks and highlight several features that researchers should consider when selecting a corpus. Finally, we discuss the advantages and disadvantages of current collection approaches and make recommendations for future corpora creation. This survey examines 65 publicly available ABSA datasets covering over 25 domains, including 45 English and 20 other languages datasets.",269265926,22,89,,summarization
10.3390/app11051974,Exploring the Data Efficiency of Cross-Lingual Post-Training in Pretrained Language Models,"Chanhee Lee, Kisu Yang, Taesun Whang, Chanjun Park, Andrew Matteson, Heuiseok Lim",Applied Sciences,2021,"Language model pretraining is an effective method for improving the performance of downstream natural language processing tasks. Even though language modeling is unsupervised and thus collecting data for it is relatively less expensive, it is still a challenging process for languages with limited resources. This results in great technological disparity between high- and low-resource languages for numerous downstream natural language processing tasks. In this paper, we aim to make this technology more accessible by enabling data efficient training of pretrained language models. It is achieved by formulating language modeling of low-resource languages as a domain adaptation task using transformer-based language models pretrained on corpora of high-resource languages. Our novel cross-lingual post-training approach selectively reuses parameters of the language model trained on a high-resource language and post-trains them while learning language-specific parameters in the low-resource language. We also propose implicit translation layers that can learn linguistic differences between languages at a sequence level. To evaluate our method, we post-train a RoBERTa model pretrained in English and conduct a case study for the Korean language. Quantitative results from intrinsic and extrinsic evaluations show that our method outperforms several massively multilingual and monolingual pretrained language models in most settings and improves the data efficiency by a factor of up to 32 compared to monolingual training.",13418473,21,106,,summarization
10.11591/ijeecs.v21.i1.pp164-173,Classification of a COVID-19 dataset by using labels created from clustering algorithms,"Layth Rafea, Abdulrahman Ahmed, Wisam Dawood Abdullah",(missing journal),2021,"Novel coronavirus (COVID-19) is a newly discovered infectious disease that has received much attention in the literature because of its rapid spread and daily global deaths attributable to such disease The White House, together with a coalition of leading research groups, has published the freely available COVID-19 Open Research Dataset to help the global research community apply the recent advances in natural language processing and other AI techniques in generating novel insights that can support the ongoing fight against this disease In this paper, the hierarchical and k-means clustering techniques are used to create a tool for identifying similar articles on COVID-19 and filtering them based on their titles These articles are classified by applying three data mining techniques, namely, random forest (RF), decision tree (DT) and bagging By using this tool, specialists can limit the number of articles they need to study and pre-process these articles via data framing, tokenisation, normalisation and term frequency-inverse document frequency Given its 2D nature, the dimensionality of this dataset is reduced by applying t-SNE The aforementioned data mining techniques are then cross validated to test the accuracy, precision and recall performance of the proposed tool Results show that the proposed tool effectively extracts the keywords for each cluster, with RF, DT and bagging achieving optimal accuracies of 98 267%, 97 633% and 97 833%, respectively © 2021 Institute of Advanced Engineering and Science All rights reserved",140948031,19,27,,summarization
10.3390/su152215943,Innovating ESG Integration as Sustainable Strategy: ESG Transparency and Firm Valuation in the Palm Oil Sector,"Tricia Chong, Lawrence Loh",Sustainability,2023,"Environmental, social, and governance (ESG) integration is an increasingly popular and innovative investing strategy that requires companies to be transparent about their ESG practices to facilitate investors’ decisions. In the palm oil sector, companies are addressing ESG risks by adopting and disclosing ESG efforts to improve access to financing. This study seeks to broaden existing research on ESG transparency and firms’ financial indicators by using firm valuation as a financial indicator and investigating the moderating role of firm size in the palm oil sector. It first investigates whether ESG transparency has a direct positive or negative effect on firm valuation. Transparency is measured using the Zoological Society of London’s (ZSL) Sustainability Policy Transparency Toolkit (SPOTT) 2021 assessment, which provides scores for palm oil companies’ total, environmental, social, and governance disclosures. Firm valuation is measured by the price-to-earnings ratio (P/E), a widely used ratio calculated by dividing the share price by earnings per share. The study also explores the moderating role of firm size, using accounting-based measures such as revenue and assets, in strengthening the relationship between ESG transparency and firm valuation. The results show statistically significant negative relationships between ESG transparency and firm valuation. Companies with stronger ESG transparency are valued at a discount relative to companies with weaker ESG transparency. Additionally, the results find that firm size plays a moderating role such that larger firms strengthen the negative relationships between all transparency measures and firm valuation. These findings encourage constructive action for various stakeholders and provide implications for future research to support mainstreaming sustainable palm oil.",266542249,18,76,,summarization
10.3390/electronics11121810,A Novel Cascade Model for End-to-End Aspect-Based Social Comment Sentiment Analysis,"He-Yuan Ding, Shan Huang, Weiqiang Jin, Yuan Shan, Hang Yu",Electronics,2022,"The end-to-end aspect-based social comment sentiment analysis (E2E-ABSA) task aims to discover human’s fine-grained sentimental polarity, which can be refined to determine the attitude in response to an object revealed in a social user’s textual description. The E2E-ABSA problem includes two sub-tasks, i.e., opinion target extraction and target sentiment identification. However, most previous methods always tend to model these two tasks independently, which inevitably hinders the overall practical performance. This paper investigates the critical collaborative signals between these two sub-tasks and thus proposes a novel cascade social comment sentiment analysis model for jointly tackling the E2E-ABSA problem, namely CasNSA. Instead of treating the opinion target extraction and target sentiment identification as discrete procedures in previous works, our new framework takes the contextualized target semantic encoding into consideration to yield better sentimental polarity judgment. Additionally, extensive empirical results show that the proposed approach effectively achieves a 68.13% F1-score on SemEval-2014, 62.34% F1-Score on SemEval-2015, 56.40% F1-Score on SemEval-2016, and 50.05% F1-score on a Twitter dataset, which is higher than the existing approaches. Ablated experiments demonstrate that the CasNSA model substantially outperforms state-of-the-art methods, even when using fixed words embedding rather than pre-trained BERT fine tuning. Moreover, in-depth performance analysis on the social comment datasets further validates that our work gains superior performance and reliability effectively and efficiently in realistic scenarios.",118306848,15,84,,summarization
10.11591/ijece.v13i5.pp5472-5482,Enhanced TextRank using weighted word embedding for text summarization,"E. Yulianti, Nicholas Pangestu, Meganingrum Arista Jiwanggi",International Journal of Electrical and Computer Engineering (IJECE),2023,"The length of a news article may influence people’s interest to read the article. In this case, text summarization can help to create a shorter representative version of an article to reduce people’s read time. This paper proposes to use weighted word embedding based on Word2Vec, FastText, and bidirectional encoder representations from transformers (BERT) models to enhance the TextRank summarization algorithm. The use of weighted word embedding is aimed to create better sentence representation, in order to produce more accurate summaries. The results show that using (unweighted) word embedding significantly improves the performance of the TextRank algorithm, with the best performance gained by the summarization system using BERT word embedding. When each word embedding is weighed using term frequency-inverse document frequency (TF-IDF), the performance for all systems using unweighted word embedding further significantly improve, with the biggest improvement achieved by the systems using Word2Vec (with 6.80% to 12.92% increase) and FastText (with 7.04% to 12.78% increase). Overall, our systems using weighted word embedding can outperform the TextRank method by up to 17.33% in ROUGE-1 and 30.01% in ROUGE-2. This demonstrates the effectiveness of weighted word embedding in the TextRank algorithm for text summarization.",265148384,15,47,,summarization
10.3390/jrfm17070296,"Unpacking Environmental, Social, and Governance Score Disparity: A Study of Indonesian Palm Oil Companies","Iwan Suhardjo, Chris Akroyd, Meiliana Suparman",Journal of risk and financial management,2024,"This study investigates the inconsistencies in ESG scores assigned by different rating agencies. Focusing on two Indonesian palm oil companies, this paper examines the link between their reported sustainability performance and the resulting ESG scores. This study employs content analysis to assess how the companies disclose information around double materiality, stakeholder engagement, and certifications. Additionally, the methodologies used by two rating agencies are reviewed to identify potential misalignments. The analysis reveals discrepancies in the ratings, suggesting factors like differences in the level of engagement with each company and scoring methodologies might be at play. This highlights the need for standardized sustainability reporting and more transparent rating methodologies within the palm oil industry. While limited to two companies and two agencies, the findings can inform efforts to improve transparency both in sustainability practices and scoring methodologies. This would ultimately lead to more reliable ESG scores, benefiting all related stakeholders. To goal of this study is to promote responsible practices in the palm oil industry by emphasizing the impact of reporting practices.",274753287,15,71,,summarization
10.1109/icacsis53237.2021.9631364,Investigating Text Shortening Strategy in BERT: Truncation vs Summarization,"Mirza Alim Mutasodirin, Radityo Eko Prasojo",International Conference on Advanced Computer Science and Information System,2021,"The parallelism of Transformer-based models comes at the cost of their input max-length. Some studies proposed methods to overcome this limitation, but none of them reported the effectiveness of summarization as an alternative. In this study, we investigate the performance of document truncation and summarization in text classification tasks. Each of the two was investigated with several variations. This study also investigated how close their performances are to the performance of full-text. We used a dataset of summarization tasks based on Indonesian news articles (IndoSum) to do classification tests. This study shows how the summaries outperform the majority of truncation method variations and lose to only one. The best strategy obtained in this study is taking the head of the document. The second is extractive summarization. This study explains what happened to the result, leading to further research in order to exploit the potential of document summarization as a shortening alternative. The code and data used in this work are publicly available in https://2ithub.com/mirzaalimm/TruncationVsSummarization.",83409423,14,20,,summarization
10.3390/math12193119,Understanding Public Opinion towards ESG and Green Finance with the Use of Explainable Artificial Intelligence,"Wihan van der Heever, Ranjan Satapathy, Ji Min Park, Erik Cambria",Mathematics,2024,"This study leverages explainable artificial intelligence (XAI) techniques to analyze public sentiment towards Environmental, Social, and Governance (ESG) factors, climate change, and green finance. It does so by developing a novel multi-task learning framework combining aspect-based sentiment analysis, co-reference resolution, and contrastive learning to extract nuanced insights from a large corpus of social media data. Our approach integrates state-of-the-art models, including the SenticNet API, for sentiment analysis and implements multiple XAI methods such as LIME, SHAP, and Permutation Importance to enhance interpretability. Results reveal predominantly positive sentiment towards environmental topics, with notable variations across ESG categories. The contrastive learning visualization demonstrates clear sentiment clustering while highlighting areas of uncertainty. This research contributes to the field by providing an interpretable, trustworthy AI system for ESG sentiment analysis, offering valuable insights for policymakers and business stakeholders navigating the complex landscape of sustainable finance and climate action. The methodology proposed in this paper advances the current state of AI in ESG and green finance in several ways. By combining aspect-based sentiment analysis, co-reference resolution, and contrastive learning, our approach provides a more comprehensive understanding of public sentiment towards ESG factors than traditional methods. The integration of multiple XAI techniques (LIME, SHAP, and Permutation Importance) offers a transparent view of the subtlety of the model’s decision-making process, which is crucial for building trust in AI-driven ESG assessments. Our approach enables a more accurate representation of public opinion, essential for informed decision-making in sustainable finance. This paper paves the way for more transparent and explainable AI applications in critical domains like ESG.",278474859,14,48,,"sna, summarization"
10.17358/ijbe.9.2.197,"Corporate Environmental, Social, and Governance (ESG) and SMEs' Value (a Lesson From Indonesian Public SMEs)","Bintang Narotama, Noer Azam Achsani, Moch. Hadi Santoso",Indonesian Journal of Business and Entrepreneurship,2023,(missing abstract),262930231,12,0,,summarization
