DOI,Title,Authors,Journal,Year,Abstract,LitmapsId,Cited By,References,PubMedId,Tags
10.1016/j.techfore.2020.120054,Emerging green technologies for vehicle propulsion systems,"Alex Fabianne de Paulo, Breno Nunes, Geciane Silveira Porto",Technological Forecasting and Social Change,2020,(missing abstract),210954979,21,90,,sna
10.3390/math12193119,Understanding Public Opinion towards ESG and Green Finance with the Use of Explainable Artificial Intelligence,"Wihan van der Heever, Ranjan Satapathy, Ji Min Park, Erik Cambria",Mathematics,2024,"This study leverages explainable artificial intelligence (XAI) techniques to analyze public sentiment towards Environmental, Social, and Governance (ESG) factors, climate change, and green finance. It does so by developing a novel multi-task learning framework combining aspect-based sentiment analysis, co-reference resolution, and contrastive learning to extract nuanced insights from a large corpus of social media data. Our approach integrates state-of-the-art models, including the SenticNet API, for sentiment analysis and implements multiple XAI methods such as LIME, SHAP, and Permutation Importance to enhance interpretability. Results reveal predominantly positive sentiment towards environmental topics, with notable variations across ESG categories. The contrastive learning visualization demonstrates clear sentiment clustering while highlighting areas of uncertainty. This research contributes to the field by providing an interpretable, trustworthy AI system for ESG sentiment analysis, offering valuable insights for policymakers and business stakeholders navigating the complex landscape of sustainable finance and climate action. The methodology proposed in this paper advances the current state of AI in ESG and green finance in several ways. By combining aspect-based sentiment analysis, co-reference resolution, and contrastive learning, our approach provides a more comprehensive understanding of public sentiment towards ESG factors than traditional methods. The integration of multiple XAI techniques (LIME, SHAP, and Permutation Importance) offers a transparent view of the subtlety of the model’s decision-making process, which is crucial for building trust in AI-driven ESG assessments. Our approach enables a more accurate representation of public opinion, essential for informed decision-making in sustainable finance. This paper paves the way for more transparent and explainable AI applications in critical domains like ESG.",278474859,14,48,,"sna, summarization"
10.1002/csr.70111,Advancing ESG Performance in MENA Economies: Do Governance Structures and Eco-Technology Matter?,"Naiping Zhu, Timothy Masuni Nagriwum, Ummar Faruk Saeed",Corporate Social Responsibility and Environmental Management,2025,"Can effective corporate governance catalyze sustainability in one of the world's most environmentally and institutionally vulnerable regions? As Environmental, Social, and Governance (ESG) performance gains global momentum, the role of governance structures in shaping these outcomes remains insufficiently examined in the MENA region. This study fills a critical gap by investigating how internal governance mechanisms influence ESG performance in manufacturing firms, with particular attention to the moderating role of eco‐technology, captured through technological innovation and environmental regulations. Grounded in agency, stakeholder, and resource‐based theories, the analysis draws on panel data from 328 MENA manufacturing firms between 2010 and 2022. To address endogeneity concerns and ensure robust estimation, the study applied the Dynamic Common Correlated Effects estimator, dynamic GMM, and IV‐2SLS techniques. The findings reveal that board independence, gender diversity, and larger board size positively affect ESG performance. Conversely, CEO duality and the presence of foreign nationals on boards correlate negatively with ESG outcomes. Notably, eco‐technology significantly amplifies the positive effects of strong governance structures, underscoring its strategic role in driving sustainable business practices. These results suggest that firms in the MENA region should promote inclusive and independent board compositions, limit CEO duality, and reassess the governance role of foreign nationals to better align with regional ESG priorities. The study emphasizes the importance of tailored governance reforms and the integration of innovation and regulation in corporate strategy. It offers practical insights for policymakers and business leaders seeking to leverage governance as a catalyst for sustainable development in emerging economies.",289851523,14,71,,sna
10.1002/csr.70111,Advancing <scp>ESG</scp> Performance in <scp>MENA</scp> Economies: Do Governance Structures and Eco-Technology Matter?,"Naiping Zhu, Timothy Masuni Nagriwum, Ummar Faruk Saeed",Corporate Social Responsibility and Environmental Management,2025,"ABSTRACT Can effective corporate governance catalyze sustainability in one of the world's most environmentally and institutionally vulnerable regions? As Environmental, Social, and Governance (ESG) performance gains global momentum, the role of governance structures in shaping these outcomes remains insufficiently examined in the MENA region. This study fills a critical gap by investigating how internal governance mechanisms influence ESG performance in manufacturing firms, with particular attention to the moderating role of eco‐technology, captured through technological innovation and environmental regulations. Grounded in agency, stakeholder, and resource‐based theories, the analysis draws on panel data from 328 MENA manufacturing firms between 2010 and 2022. To address endogeneity concerns and ensure robust estimation, the study applied the Dynamic Common Correlated Effects estimator, dynamic GMM, and IV‐2SLS techniques. The findings reveal that board independence, gender diversity, and larger board size positively affect ESG performance. Conversely, CEO duality and the presence of foreign nationals on boards correlate negatively with ESG outcomes. Notably, eco‐technology significantly amplifies the positive effects of strong governance structures, underscoring its strategic role in driving sustainable business practices. These results suggest that firms in the MENA region should promote inclusive and independent board compositions, limit CEO duality, and reassess the governance role of foreign nationals to better align with regional ESG priorities. The study emphasizes the importance of tailored governance reforms and the integration of innovation and regulation in corporate strategy. It offers practical insights for policymakers and business leaders seeking to leverage governance as a catalyst for sustainable development in emerging economies.",289711609,14,73,,sna
10.1002/sd.70319,Uncovering Semantic Patterns in Sustainability Research: A Systematic NLP Review,"Ehsan Tashakori, Yaser Sobhanifard, Adel Aazami, Rahim Khanizad",Sustainable Development,2025,"This study maps how Natural Language Processing (NLP) contributes to sustainability. Using a PRISMA‐guided review of 131 English‐language articles from Web of Science (2018–2025), we combine bibliometric co‐word mapping with BERTopic to derive complementary structural and semantic views. Four themes emerge: Topic 0—Climate Change Discourse and Energy Innovation (SDG 13, SDG 7); Topic 1—Sustainability Policy and Public Engagement (SDG 11, SDG 16); Topic 2—Tech‐Driven Environmental Solutions (SDG 6, SDG 9, SDG 15); and Topic 3—Corporate Sustainability and Sustainable Infrastructure (SDG 8, SDG 9, SDG 12). Social equity remains comparatively under‐covered, with limited attention to SDG 5 and SDG 10. Theoretically, we position NLP as a bridge that supports sensemaking, coordination, and accountability across the environmental, social, and economic pillars. Practically, our synthesis highlights deployable uses of NLP for real‐time narrative monitoring, environmental, social, governance (ESG) claim assessment, and horizon scanning for emerging risks and innovation niches. For policy, coupling narrative analytics with policy‐text tracking can create feedback loops that enhance communication, legitimacy, and policy‐mix coherence for SDG implementation. By jointly leveraging network‐based and embedding‐based evidence, the review reveals thematic frontiers, makes SDG linkages explicit, and offers a topic‐based agenda with testable propositions.",291841238,11,108,,sna
10.1007/s00799-021-00313-y,Evaluating BERT-based scientific relation classifiers for scholarly knowledge graph construction on digital library collections,"Ming Jiang, Jennifer D'Souza, Sören Auer, J. Stephen Downie",International Journal on Digital Libraries,2021,"The rapid growth of research publications has placed great demands on digital libraries (DL) for advanced information management technologies. To cater to these demands, techniques relying on knowledge-graph structures are being advocated. In such graph-based pipelines, inferring semantic relations between related scientific concepts is a crucial step. Recently, BERT-based pre-trained models have been popularly explored for automatic relation classification. Despite significant progress, most of them were evaluated in different scenarios, which limits their comparability. Furthermore, existing methods are primarily evaluated on clean texts, which ignores the digitization context of early scholarly publications in terms of machine scanning and optical character recognition (OCR). In such cases, the texts may contain OCR noise, in turn creating uncertainty about existing classifiers’ performances. To address these limitations, we started by creating OCR-noisy texts based on three clean corpora. Given these parallel corpora, we conducted a thorough empirical evaluation of eight Bert-based classification models by focusing on three factors: (1) Bert variants; (2) classification strategies; and, (3) OCR noise impacts. Experiments on clean data show that the domain-specific pre-trained Bert is the best variant to identify scientific relations. The strategy of predicting a single relation each time outperforms the one simultaneously identifying multiple relations in general. The optimal classifier’s performance can decline by around 10% to 20% in F-score on the noisy corpora. Insights discussed in this study can help DL stakeholders select techniques for building optimal knowledge-graph-based systems.",155809042,11,66,,sna
10.1609/aaai.v29i1.9220,An Association Network for Computing Semantic Relatedness,"Keyang Zhang, Kenny Q. Zhu, Seung-won Hwang",AAAI,2015,"
 
 To judge how much a pair of words (or texts) are semantically related is acognitive process. However, previous algorithms for computing semanticrelatedness are largely based on co-occurrences within textualwindows, and do not actively leverage cognitive human perceptions ofrelatedness. To bridge this perceptional gap, we propose to utilizefree association as signals to capture such human perceptions.However, free association, being manually evaluated,has limited lexical coverage and is inherently sparse. We propose to expand lexical coverage and overcome sparseness by constructing an association network of terms and concepts that combines signals from free association norms and five types of co-occurrences extracted from therich structures of Wikipedia. Our evaluation results validate thatsimple algorithms on this network give competitive results incomputing semantic relatedness between words and between shorttexts.
 
",99005645,10,50,,sna
10.1002/sd.70319,Uncovering Semantic Patterns in Sustainability Research: A Systematic <scp>NLP</scp> Review,"Ehsan Tashakori, Yaser Sobhanifard, Adel Aazami, Rahim Khanizad",Sustainable Development,2025,"ABSTRACT This study maps how Natural Language Processing (NLP) contributes to sustainability. Using a PRISMA‐guided review of 131 English‐language articles from Web of Science (2018–2025), we combine bibliometric co‐word mapping with BERTopic to derive complementary structural and semantic views. Four themes emerge: Topic 0—Climate Change Discourse and Energy Innovation (SDG 13, SDG 7); Topic 1—Sustainability Policy and Public Engagement (SDG 11, SDG 16); Topic 2—Tech‐Driven Environmental Solutions (SDG 6, SDG 9, SDG 15); and Topic 3—Corporate Sustainability and Sustainable Infrastructure (SDG 8, SDG 9, SDG 12). Social equity remains comparatively under‐covered, with limited attention to SDG 5 and SDG 10. Theoretically, we position NLP as a bridge that supports sensemaking, coordination, and accountability across the environmental, social, and economic pillars. Practically, our synthesis highlights deployable uses of NLP for real‐time narrative monitoring, environmental, social, governance (ESG) claim assessment, and horizon scanning for emerging risks and innovation niches. For policy, coupling narrative analytics with policy‐text tracking can create feedback loops that enhance communication, legitimacy, and policy‐mix coherence for SDG implementation. By jointly leveraging network‐based and embedding‐based evidence, the review reveals thematic frontiers, makes SDG linkages explicit, and offers a topic‐based agenda with testable propositions.",292530652,9,115,,sna
10.3390/electronics13101924,Supervised and Few-Shot Learning for Aspect-Based Sentiment Analysis of Instruction Prompt,"Jie Huang, Yunpeng Cui, Juan Liu, Ming Liu",Electronics,2024,"Aspect-based sentiment analysis (ABSA), which aims to extract aspects and corresponding opinions from sentences and determine aspect sentiment polarity, has been widely studied in recent years. Most approaches focus on the subtasks of ABSA and deal with them in the pipeline method or end-to-end method. However, these approaches ignore the semantic information of the labels and the correlation between the labels. In this study, we process various ABSA tasks in a unified generative framework and use instruction prompts to guide the generative model to learn the relationships between different sentiment elements, accurately identify the sentiment elements in sentences, and improve the performance of the model in few-shot learning. Experimental results on several benchmark datasets show that our approach achieves significant performance gains. Among them, for the aspect term extraction and sentiment classification task on the Laptop 14 dataset, our method improves the F1 score by 4.08% and 1.87% on fully supervised learning compared to the GAS model and PARA model, respectively. In few-shot learning, we can achieve 80% of the fully supervised learning performance using one-tenth of the dataset. Our method can effectively address the problem of data shortage in low-resource environments.",272294794,9,45,,"sna, summarization"
10.17509/ijal.v9i1.15106,The discursive portrayals of Indonesian Muslims and Islam in the American press: A corpus-assisted discourse analysis,Muchamad Sholakhuddin Al Fajri,Indonesian Journal of Applied Linguistics,2019,"Numerous studies across disciplines on how western media portray Muslims have been conducted in different geopolitical and cultural contexts. However, we still lack research into media constructions of Muslims from a particular country, including Indonesia, which is the most populous Muslim nation. This study aims to analyse the linguistic representation of Indonesian Muslims and Islam in two corpora of American newspapers published in two different five-year periods (2002-2006 and 2012-2016) by using corpus-assisted discourse analysis framework. Keyword, collocation and concordance analyses were employed to reveal dominant discourses of Indonesian Muslims. It was also enriched by critical discourse studies’ commitment to analysing social and political contexts. Some of the findings corroborate and reinforce the results of previous studies on media depictions of Muslims in general, in that the dominant discourses around Islam and Muslims are related to terrorism, fundamentalism, conflict and violence. However, this study also brings forward additional information, including a shift in the discourse. Dominant discourses around Indonesian Muslims in the American newspapers have witnessed a slight change over the 15 year-period from terrorism and extremism to radicalism only. What might be highlighted is that there are extremely few positive media portrayals of either Muslims in general or Indonesian Muslims.",158522070,8,42,,sna
10.1002/ijfe.3052,Do Vice Chancellors' Career Horizon Matter for University Sustainability Performance? The Moderating Role of Soft Information,"Lee Roberts, Yang Wang, Ahmed A. Elamer",International Journal of Finance &amp; Economics,2024,"In the evolving landscape of higher education, leadership plays a pivotal role in directing institutional strategies towards sustainability. This study examines how the career horizons of Vice Chancellors (VCs)—often akin to CEOs in the corporate sector—influences the sustainability performance of UK universities. Using a unique hand‐collected dataset covering the years 2018–2022, our results show that shorter VC career horizons negatively impact universities' sustainability performance, indicating that VCs closer to retirement are more ethically and sustainability‐focused. Moreover, we explore how the disclosure of soft information—characterised as boilerplate and forward‐looking language in sustainability reports—affects this relationship. Our analysis indicates that this soft information significantly moderates the effects of VCs' career horizons on sustainability outcomes. Specifically, we discover that extensive use of forward‐looking and boilerplate language tends to exacerbate the negative impacts of shorter VC tenures on sustainability performance. This research contributes to the academic discourse by documenting how leadership tenure and the strategic use of narrative in public disclosures interact to shape institutional sustainability. The findings advocate for a strategic approach in leadership appointments and reporting practices, enhancing the alignment between leadership characteristics and the long‐term sustainability goals of higher education institutions.",280965242,7,59,,sna
10.1002/ijfe.3052,Do Vice Chancellors' Career Horizon Matter for University Sustainability Performance? The Moderating Role of Soft Information,"Lee Roberts, Yang Wang, Ahmed A. Elamer",International Journal of Finance & Economics,2024,"ABSTRACT In the evolving landscape of higher education, leadership plays a pivotal role in directing institutional strategies towards sustainability. This study examines how the career horizons of Vice Chancellors (VCs)—often akin to CEOs in the corporate sector—influences the sustainability performance of UK universities. Using a unique hand‐collected dataset covering the years 2018–2022, our results show that shorter VC career horizons negatively impact universities' sustainability performance, indicating that VCs closer to retirement are more ethically and sustainability‐focused. Moreover, we explore how the disclosure of soft information—characterised as boilerplate and forward‐looking language in sustainability reports—affects this relationship. Our analysis indicates that this soft information significantly moderates the effects of VCs' career horizons on sustainability outcomes. Specifically, we discover that extensive use of forward‐looking and boilerplate language tends to exacerbate the negative impacts of shorter VC tenures on sustainability performance. This research contributes to the academic discourse by documenting how leadership tenure and the strategic use of narrative in public disclosures interact to shape institutional sustainability. The findings advocate for a strategic approach in leadership appointments and reporting practices, enhancing the alignment between leadership characteristics and the long‐term sustainability goals of higher education institutions.",280188614,7,50,,sna
10.1111/1911-3838.12322,"The Structure of Social and Environmental Accounting Research: A Citation-Based Social Network Analysis
 †","Markus Isack, Stéphanie Mittelbach‐Hörmanseder, Ewald Aschauer",Accounting Perspectives,2022,(missing abstract),251915407,4,0,,sna
10.21123/bsj.2022.7255,Short Text Semantic Similarity Measurement Approach Based on Semantic Network,"Naamah Hussien Hameed, Adel M. Alimi, Ahmed T. Sadiq, Naamah Hussien Hameed, Adel M. Alimi, Ahmed T. Sadiq",Baghdad Science Journal,2022,"Estimating the semantic similarity between short texts plays an increasingly prominent role in many fields related to text mining and natural language processing applications, especially with the large increase in the volume of textual data that is produced daily. Traditional approaches for calculating the degree of similarity between two texts, based on the words they share, do not perform well with short texts because two similar texts may be written in different terms by employing synonyms. As a result, short texts should be semantically compared. In this paper, a semantic similarity measurement method between texts is presented which combines knowledge-based and corpus-based semantic information to build a semantic network that represents the relationship between the compared texts and extracts the degree of similarity between them. Representing a text as a semantic network is the best knowledge representation that comes close to the human mind's understanding of the texts, where the semantic network reflects the sentence's semantic, syntactical, and structural knowledge. The network representation is a visual representation of knowledge objects, their qualities, and their relationships. WordNet lexical database has been used as a knowledge-based source while the GloVe pre-trained word embedding vectors have been used as a corpus-based source. The proposed method was tested using three different datasets, DSCS, SICK, and MOHLER datasets. A good result has been obtained in terms of RMSE and MAE.",253748327,3,39,,sna
10.1111/1911-3838.12322,The Structure of Social and Environmental Accounting Research: A <scp>Citation-Based</scp> Social Network Analysis*,"Markus Isack, Stéphanie Mittelbach‐Hörmanseder, Ewald Aschauer, Markus Isack, Stéphanie Mittelbach‐Hörmanseder, Ewald Aschauer",Accounting Perspectives,2022,"We investigate the structure and progress of the emergent field of social and environmental accounting (SEA) research by combining social network analysis with a systematic literature review based on 461 papers containing 26,872 citations in total. Our approach, which to the best of our knowledge this study is the first to apply, enables us to use research metrics to identify the knowledge database of SEA research and examine how the field has been evolving. We analyze the connections and structure of foundational SEA research spanning the period 1973–2015. In line with previous research, our results reveal network characteristics typical of an emerging field—that is, subgroups without distinguishing content characteristics and low network density. Our additional analyses show that the results remain unchanged until 2021. The state-of-the-art social network analysis we apply, the knowledge database we identify, and the insights into the SEA field's structure that we provide support the growth of the field.",251933783,3,168,,sna
10.1057/s41599-025-05984-5,Artificial intelligence and the Gulf Cooperation Council workforce: adapting to the future of work,"M. Albous, Melodena Stephens, O. R. Al-Jayyousi",Humanities and Social Sciences Communications,2025,"The rapid expansion of artificial intelligence (AI) in the Gulf Cooperation Council (GCC) raises a central question: are investments in compute infrastructure matched by an equally robust build-out of skills, incentives, and governance? Grounded in socio-technical systems (STS) theory, this mixed-methods study audits workforce preparedness across Kingdom of Saudi Arabia (KSA), the United Arab Emirates (UAE), Qatar, Kuwait, Bahrain, and Oman. We combine term frequency–inverse document frequency (TF–IDF) analysis of six national AI strategies (NASs), an inventory of 47 publicly disclosed AI initiatives (January 2017–April 2025), paired case studies, the Mohamed bin Zayed University of Artificial Intelligence (MBZUAI) and the Saudi Data & Artificial Intelligence Authority (SDAIA) Academy, and a scenario matrix linking oil-revenue slack (technical capacity) to regulatory coherence (social alignment). Across the corpus, 34/47 initiatives (0.72; 95% Wilson CI 0.58–0.83) exhibit joint social–technical design; country-level indices span 0.57–0.90 (small n; intervals overlap). Scenario results suggest that, under our modeled conditions, regulatory convergence plausibly binds outcomes more than fiscal capacity: fragmented rules can offset high oil revenues, while harmonized standards help preserve progress under austerity. We also identify an emerging two-track talent system, research elites versus rapidly trained practitioners, that risks labor-market bifurcation without bridging mechanisms. By extending STS inquiry to oil-rich, state-led economies, the study refines theory and sets a research agenda focused on longitudinal coupling metrics, ethnographies of coordination, and outcome-based performance indicators.",292313182,2,29,,sna
(missing DOI),Unified Instance and Knowledge Alignment Pretraining for Aspect-based Sentiment Analysis.,"Juhua Liu, Qihuang Zhong, Liang Ding, Hua Jin, Bo Du, Dacheng Tao",arXiv: Computation and Language,2021,"Aspect-based Sentiment Analysis (ABSA) aims to determine the sentiment polarity towards an aspect. Because of the expensive and limited labelled data, the pretraining strategy has become the de-facto standard for ABSA. However, there always exists severe domain shift between the pretraining and downstream ABSA datasets, hindering the effective knowledge transfer when directly finetuning and making the downstream task performs sub-optimal. To mitigate such domain shift, we introduce a unified alignment pretraining framework into the vanilla pretrain-finetune pipeline with both instance- and knowledge-level alignments. Specifically, we first devise a novel coarse-to-fine retrieval sampling approach to select target domain-related instances from the large-scale pretraining dataset, thus aligning the instances between pretraining and target domains (\textit{First Stage}). Then, we introduce a knowledge guidance-based strategy to further bridge the domain gap at the knowledge level. In practice, we formulate the model pretrained on the sampled instances into a knowledge guidance model and a learner model, respectively. On the target dataset, we design an on-the-fly teacher-student joint fine-tuning approach to progressively transfer the knowledge from the knowledge guidance model to the learner model (\textit{Second Stage}). Thereby, the learner model can maintain more domain-invariant knowledge when learning new knowledge from the target dataset. In the \textit{Third Stage,} the learner model is finetuned to better adapt its learned knowledge to the target dataset. Extensive experiments and analyses on several ABSA benchmarks demonstrate the effectiveness and universality of our proposed pretraining framework. Notably, our pretraining framework pushes several strong baseline models up to the new state-of-the-art records. We release our code and models.",15275693,1,27,,sna
