:START_ID,:END_ID,:TYPE
record:r006_006,prompt:tone_chain_of_thought_english_md,USED_PROMPT
record:r006_006,aspect:climate_detection,HAS_ASPECT
record:r006_006,esgpillar:e,HAS_PILLAR
record:r006_006,tone:commitment,HAS_TONE
record:r006_006,sentiment:neutral,HAS_SENTIMENT
record:r006_006,climatelabel:climate_commitment,HAS_CLIMATE_LABEL
record:r006_006,climatelabel:climate_specificity,HAS_CLIMATE_LABEL
record:r006_006,climatelabel:climate_sentiment,HAS_CLIMATE_LABEL
record:r006_006,climatelabel:climate_s,HAS_CLIMATE_LABEL
record:r006_006,climatelabel:climate_f,HAS_CLIMATE_LABEL
record:r006_006,climatelabel:strategy,HAS_CLIMATE_LABEL
record:r006_006,climatelabel:environmental_claims,HAS_CLIMATE_LABEL
record:r006_007,company:vktr_ar_sr_2024,FROM_COMPANY
record:r006_007,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r006_007,prompt:tone_chain_of_thought_english_md,USED_PROMPT
record:r006_007,aspect:climate_detection,HAS_ASPECT
record:r006_007,esgpillar:e,HAS_PILLAR
record:r006_007,tone:commitment,HAS_TONE
record:r006_007,sentiment:neutral,HAS_SENTIMENT
record:r006_007,climatelabel:climate_commitment,HAS_CLIMATE_LABEL
record:r006_007,climatelabel:climate_specificity,HAS_CLIMATE_LABEL
record:r006_007,climatelabel:climate_sentiment,HAS_CLIMATE_LABEL
record:r006_007,climatelabel:climate_s,HAS_CLIMATE_LABEL
record:r006_007,climatelabel:climate_f,HAS_CLIMATE_LABEL
record:r006_007,climatelabel:strategy,HAS_CLIMATE_LABEL
record:r006_007,climatelabel:environmental_claims,HAS_CLIMATE_LABEL
record:r006_008,company:vktr_ar_sr_2024,FROM_COMPANY
record:r006_008,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r006_008,prompt:tone_chain_of_thought_english_md,USED_PROMPT
record:r006_008,aspect:climate_detection,HAS_ASPECT
record:r006_008,esgpillar:e,HAS_PILLAR
record:r006_008,tone:action,HAS_TONE
record:r006_008,sentiment:neutral,HAS_SENTIMENT
record:r006_008,climatelabel:climate_d,HAS_CLIMATE_LABEL
record:r006_008,climatelabel:climate_specificity,HAS_CLIMATE_LABEL
record:r006_008,climatelabel:climate_sentiment,HAS_CLIMATE_LABEL
record:r006_008,climatelabel:climate_s,HAS_CLIMATE_LABEL
record:r006_008,climatelabel:climate_tcfd,HAS_CLIMATE_LABEL
record:r006_008,climatelabel:strategy,HAS_CLIMATE_LABEL
record:r006_008,climatelabel:environmental_claims,HAS_CLIMATE_LABEL
record:r006_009,company:vktr_ar_sr_2024,FROM_COMPANY
record:r006_009,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r006_009,prompt:tone_chain_of_thought_english_md,USED_PROMPT
record:r006_009,aspect:climate_detection,HAS_ASPECT
record:r006_009,esgpillar:e,HAS_PILLAR
record:r006_009,tone:action,HAS_TONE
record:r006_009,sentiment:neutral,HAS_SENTIMENT
record:r006_009,climatelabel:climate_d,HAS_CLIMATE_LABEL
record:r006_009,climatelabel:climate_specificity,HAS_CLIMATE_LABEL
record:r006_009,climatelabel:climate_sentiment,HAS_CLIMATE_LABEL
record:r006_009,climatelabel:climate_s,HAS_CLIMATE_LABEL
record:r006_009,climatelabel:climate_tcfd,HAS_CLIMATE_LABEL
record:r006_009,climatelabel:strategy,HAS_CLIMATE_LABEL
record:r006_009,climatelabel:environmental_claims,HAS_CLIMATE_LABEL
record:r006_010,company:vktr_ar_sr_2024,FROM_COMPANY
record:r006_010,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r006_010,prompt:tone_chain_of_thought_english_md,USED_PROMPT
record:r006_010,aspect:climate_detection,HAS_ASPECT
record:r006_010,esgpillar:e,HAS_PILLAR
record:r006_010,tone:action,HAS_TONE
record:r006_010,sentiment:neutral,HAS_SENTIMENT
record:r006_010,climatelabel:climate_d,HAS_CLIMATE_LABEL
record:r006_010,climatelabel:climate_specificity,HAS_CLIMATE_LABEL
record:r006_010,climatelabel:climate_sentiment,HAS_CLIMATE_LABEL
record:r006_010,climatelabel:climate_s,HAS_CLIMATE_LABEL
record:r006_010,climatelabel:climate_tcfd,HAS_CLIMATE_LABEL
record:r006_010,climatelabel:strategy,HAS_CLIMATE_LABEL
record:r006_010,climatelabel:environmental_claims,HAS_CLIMATE_LABEL
record:r006_011,company:vktr_ar_sr_2024,FROM_COMPANY
record:r006_011,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r006_011,prompt:tone_chain_of_thought_english_md,USED_PROMPT
record:r006_011,aspect:climate_detection,HAS_ASPECT
record:r006_011,esgpillar:e,HAS_PILLAR
record:r006_011,tone:action,HAS_TONE
record:r006_011,sentiment:neutral,HAS_SENTIMENT
record:r006_011,climatelabel:climate_d,HAS_CLIMATE_LABEL
record:r006_011,climatelabel:climate_specificity,HAS_CLIMATE_LABEL
record:r006_011,climatelabel:climate_sentiment,HAS_CLIMATE_LABEL
record:r006_011,climatelabel:climate_s,HAS_CLIMATE_LABEL
record:r006_011,climatelabel:climate_tcfd,HAS_CLIMATE_LABEL
record:r006_011,climatelabel:strategy,HAS_CLIMATE_LABEL
record:r006_011,climatelabel:environmental_claims,HAS_CLIMATE_LABEL
record:r007_000,company:ar_sr_gtra_2024,FROM_COMPANY
record:r007_000,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r007_000,prompt:tone_zero_shot_indonesian_md,USED_PROMPT
record:r007_000,aspect:none,HAS_ASPECT
record:r007_000,esgpillar:none,HAS_PILLAR
record:r007_000,tone:none,HAS_TONE
record:r007_000,sentiment:none,HAS_SENTIMENT
record:r007_000,climatelabel:none,HAS_CLIMATE_LABEL
record:r007_001,company:ar_sr_gtra_2024,FROM_COMPANY
record:r007_001,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r007_001,prompt:tone_zero_shot_indonesian_md,USED_PROMPT
record:r007_001,aspect:none,HAS_ASPECT
record:r007_001,esgpillar:none,HAS_PILLAR
record:r007_001,tone:none,HAS_TONE
record:r007_001,sentiment:none,HAS_SENTIMENT
record:r007_001,climatelabel:none,HAS_CLIMATE_LABEL
record:r007_002,company:ar_sr_gtra_2024,FROM_COMPANY
record:r007_002,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r007_002,prompt:tone_zero_shot_indonesian_md,USED_PROMPT
record:r007_002,aspect:none,HAS_ASPECT
record:r007_002,esgpillar:none,HAS_PILLAR
record:r007_002,tone:none,HAS_TONE
record:r007_002,sentiment:none,HAS_SENTIMENT
record:r007_002,climatelabel:none,HAS_CLIMATE_LABEL
record:r007_003,company:ar_sr_gtra_2024,FROM_COMPANY
record:r007_003,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r007_003,prompt:tone_zero_shot_indonesian_md,USED_PROMPT
record:r007_003,aspect:none,HAS_ASPECT
record:r007_003,esgpillar:none,HAS_PILLAR
record:r007_003,tone:none,HAS_TONE
record:r007_003,sentiment:none,HAS_SENTIMENT
record:r007_003,climatelabel:none,HAS_CLIMATE_LABEL
record:r007_004,company:ar_sr_gtra_2024,FROM_COMPANY
record:r007_004,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r007_004,prompt:tone_zero_shot_indonesian_md,USED_PROMPT
record:r007_004,aspect:none,HAS_ASPECT
record:r007_004,esgpillar:none,HAS_PILLAR
record:r007_004,tone:none,HAS_TONE
record:r007_004,sentiment:none,HAS_SENTIMENT
record:r007_004,climatelabel:none,HAS_CLIMATE_LABEL
record:r007_005,company:ar_sr_gtra_2024,FROM_COMPANY
record:r007_005,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r007_005,prompt:tone_zero_shot_indonesian_md,USED_PROMPT
record:r007_005,aspect:none,HAS_ASPECT
record:r007_005,esgpillar:none,HAS_PILLAR
record:r007_005,tone:none,HAS_TONE
record:r007_005,sentiment:none,HAS_SENTIMENT
record:r007_005,climatelabel:none,HAS_CLIMATE_LABEL
record:r007_006,company:ar_sr_gtra_2024,FROM_COMPANY
record:r007_006,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r007_006,prompt:tone_zero_shot_indonesian_md,USED_PROMPT
record:r007_006,aspect:none,HAS_ASPECT
record:r007_006,esgpillar:none,HAS_PILLAR
record:r007_006,tone:none,HAS_TONE
record:r007_006,sentiment:none,HAS_SENTIMENT
record:r007_006,climatelabel:none,HAS_CLIMATE_LABEL
record:r007_007,company:ar_sr_gtra_2024,FROM_COMPANY
record:r007_007,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r007_007,prompt:tone_zero_shot_indonesian_md,USED_PROMPT
record:r007_007,aspect:none,HAS_ASPECT
record:r007_007,esgpillar:none,HAS_PILLAR
record:r007_007,tone:none,HAS_TONE
record:r007_007,sentiment:none,HAS_SENTIMENT
record:r007_007,climatelabel:none,HAS_CLIMATE_LABEL
record:r007_008,company:ar_sr_gtra_2024,FROM_COMPANY
record:r007_008,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r007_008,prompt:tone_zero_shot_indonesian_md,USED_PROMPT
record:r007_008,aspect:none,HAS_ASPECT
record:r007_008,esgpillar:none,HAS_PILLAR
record:r007_008,tone:none,HAS_TONE
record:r007_008,sentiment:none,HAS_SENTIMENT
record:r007_008,climatelabel:none,HAS_CLIMATE_LABEL
record:r007_009,company:ar_sr_gtra_2024,FROM_COMPANY
record:r007_009,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r007_009,prompt:tone_zero_shot_indonesian_md,USED_PROMPT
record:r007_009,aspect:none,HAS_ASPECT
record:r007_009,esgpillar:none,HAS_PILLAR
record:r007_009,tone:none,HAS_TONE
record:r007_009,sentiment:none,HAS_SENTIMENT
record:r007_009,climatelabel:none,HAS_CLIMATE_LABEL
record:r007_010,company:ar_sr_gtra_2024,FROM_COMPANY
record:r007_010,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r007_010,prompt:tone_zero_shot_indonesian_md,USED_PROMPT
record:r007_010,aspect:none,HAS_ASPECT
record:r007_010,esgpillar:none,HAS_PILLAR
record:r007_010,tone:none,HAS_TONE
record:r007_010,sentiment:none,HAS_SENTIMENT
record:r007_010,climatelabel:none,HAS_CLIMATE_LABEL
record:r007_011,company:ar_sr_gtra_2024,FROM_COMPANY
record:r007_011,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r007_011,prompt:tone_zero_shot_indonesian_md,USED_PROMPT
record:r007_011,aspect:none,HAS_ASPECT
record:r007_011,esgpillar:none,HAS_PILLAR
record:r007_011,tone:none,HAS_TONE
record:r007_011,sentiment:none,HAS_SENTIMENT
record:r007_011,climatelabel:none,HAS_CLIMATE_LABEL
record:r007_012,company:ar_sr_gtra_2024,FROM_COMPANY
record:r007_012,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r007_012,prompt:tone_zero_shot_indonesian_md,USED_PROMPT
record:r007_012,aspect:none,HAS_ASPECT
record:r007_012,esgpillar:none,HAS_PILLAR
record:r007_012,tone:none,HAS_TONE
record:r007_012,sentiment:none,HAS_SENTIMENT
record:r007_012,climatelabel:none,HAS_CLIMATE_LABEL
record:r007_013,company:ar_sr_gtra_2024,FROM_COMPANY
record:r007_013,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r007_013,prompt:tone_zero_shot_indonesian_md,USED_PROMPT
record:r007_013,aspect:none,HAS_ASPECT
record:r007_013,esgpillar:none,HAS_PILLAR
record:r007_013,tone:none,HAS_TONE
record:r007_013,sentiment:none,HAS_SENTIMENT
record:r007_013,climatelabel:none,HAS_CLIMATE_LABEL
record:r007_014,company:ar_sr_gtra_2024,FROM_COMPANY
record:r007_014,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r007_014,prompt:tone_zero_shot_indonesian_md,USED_PROMPT
record:r007_014,aspect:none,HAS_ASPECT
record:r007_014,esgpillar:none,HAS_PILLAR
record:r007_014,tone:none,HAS_TONE
record:r007_014,sentiment:none,HAS_SENTIMENT
record:r007_014,climatelabel:none,HAS_CLIMATE_LABEL
record:r007_015,company:ar_sr_gtra_2024,FROM_COMPANY
record:r007_015,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r007_015,prompt:tone_zero_shot_indonesian_md,USED_PROMPT
record:r007_015,aspect:none,HAS_ASPECT
record:r007_015,esgpillar:none,HAS_PILLAR
record:r007_015,tone:none,HAS_TONE
record:r007_015,sentiment:none,HAS_SENTIMENT
record:r007_015,climatelabel:none,HAS_CLIMATE_LABEL
record:r007_016,company:ar_sr_gtra_2024,FROM_COMPANY
record:r007_016,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r007_016,prompt:tone_zero_shot_indonesian_md,USED_PROMPT
record:r007_016,aspect:none,HAS_ASPECT
record:r007_016,esgpillar:none,HAS_PILLAR
record:r007_016,tone:none,HAS_TONE
record:r007_016,sentiment:none,HAS_SENTIMENT
record:r007_016,climatelabel:none,HAS_CLIMATE_LABEL
record:r007_017,company:ar_sr_gtra_2024,FROM_COMPANY
record:r007_017,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r007_017,prompt:tone_zero_shot_indonesian_md,USED_PROMPT
record:r007_017,aspect:none,HAS_ASPECT
record:r007_017,esgpillar:none,HAS_PILLAR
record:r007_017,tone:none,HAS_TONE
record:r007_017,sentiment:none,HAS_SENTIMENT
record:r007_017,climatelabel:none,HAS_CLIMATE_LABEL
record:r007_018,company:ar_sr_gtra_2024,FROM_COMPANY
record:r007_018,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r007_018,prompt:tone_zero_shot_indonesian_md,USED_PROMPT
record:r007_018,aspect:none,HAS_ASPECT
record:r007_018,esgpillar:none,HAS_PILLAR
record:r007_018,tone:none,HAS_TONE
record:r007_018,sentiment:none,HAS_SENTIMENT
record:r007_018,climatelabel:none,HAS_CLIMATE_LABEL
record:r007_019,company:ar_sr_gtra_2024,FROM_COMPANY
record:r007_019,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r007_019,prompt:tone_zero_shot_indonesian_md,USED_PROMPT
record:r007_019,aspect:none,HAS_ASPECT
record:r007_019,esgpillar:none,HAS_PILLAR
record:r007_019,tone:none,HAS_TONE
record:r007_019,sentiment:none,HAS_SENTIMENT
record:r007_019,climatelabel:none,HAS_CLIMATE_LABEL
record:r007_020,company:ar_sr_gtra_2024,FROM_COMPANY
record:r007_020,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r007_020,prompt:tone_zero_shot_indonesian_md,USED_PROMPT
record:r007_020,aspect:none,HAS_ASPECT
record:r007_020,esgpillar:none,HAS_PILLAR
record:r007_020,tone:none,HAS_TONE
record:r007_020,sentiment:none,HAS_SENTIMENT
record:r007_020,climatelabel:none,HAS_CLIMATE_LABEL
record:r012_000,company:20250526113828_2025_05_26ptba_laporan_berkelanjutan113825,FROM_COMPANY
record:r012_000,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r012_000,prompt:tone_zero_shot_english_md,USED_PROMPT
record:r012_000,aspect:climate_commitment,HAS_ASPECT
record:r012_000,esgpillar:e,HAS_PILLAR
record:r012_000,tone:commitment,HAS_TONE
record:r012_000,sentiment:neutral,HAS_SENTIMENT
record:r012_000,climatelabel:climate_commitment,HAS_CLIMATE_LABEL
record:r012_000,climatelabel:climate_d,HAS_CLIMATE_LABEL
record:r012_000,climatelabel:climate_specificity,HAS_CLIMATE_LABEL
record:r012_001,company:20250526113828_2025_05_26ptba_laporan_berkelanjutan113825,FROM_COMPANY
record:r012_001,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r012_001,prompt:tone_zero_shot_english_md,USED_PROMPT
record:r012_001,aspect:environmental_claims,HAS_ASPECT
record:r012_001,esgpillar:e,HAS_PILLAR
record:r012_001,tone:action,HAS_TONE
record:r012_001,sentiment:positive,HAS_SENTIMENT
record:r012_001,climatelabel:environmental_claims,HAS_CLIMATE_LABEL
record:r012_001,climatelabel:climate_d,HAS_CLIMATE_LABEL
record:r012_001,climatelabel:climate_specificity,HAS_CLIMATE_LABEL
record:r012_002,company:20250526113828_2025_05_26ptba_laporan_berkelanjutan113825,FROM_COMPANY
record:r012_002,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r012_002,prompt:tone_zero_shot_english_md,USED_PROMPT
record:r012_002,aspect:climate_action,HAS_ASPECT
record:r012_002,esgpillar:e,HAS_PILLAR
record:r012_002,tone:action,HAS_TONE
record:r012_002,sentiment:positive,HAS_SENTIMENT
record:r012_002,climatelabel:climate_action,HAS_CLIMATE_LABEL
record:r012_002,climatelabel:climate_d,HAS_CLIMATE_LABEL
record:r012_002,climatelabel:climate_specificity,HAS_CLIMATE_LABEL
record:r012_003,company:20250526113828_2025_05_26ptba_laporan_berkelanjutan113825,FROM_COMPANY
record:r012_003,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r012_003,prompt:tone_zero_shot_english_md,USED_PROMPT
record:r012_003,aspect:netzero_reduction,HAS_ASPECT
record:r012_003,esgpillar:e,HAS_PILLAR
record:r012_003,tone:commitment,HAS_TONE
record:r012_003,sentiment:neutral,HAS_SENTIMENT
record:r012_003,climatelabel:netzero_reduction,HAS_CLIMATE_LABEL
record:r012_003,climatelabel:climate_commitment,HAS_CLIMATE_LABEL
record:r012_003,climatelabel:climate_d,HAS_CLIMATE_LABEL
record:r012_004,company:20250526113828_2025_05_26ptba_laporan_berkelanjutan113825,FROM_COMPANY
record:r012_004,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r012_004,prompt:tone_zero_shot_english_md,USED_PROMPT
record:r012_004,aspect:climate_action,HAS_ASPECT
record:r012_004,esgpillar:e,HAS_PILLAR
record:r012_004,tone:action,HAS_TONE
record:r012_004,sentiment:positive,HAS_SENTIMENT
record:r012_004,climatelabel:climate_action,HAS_CLIMATE_LABEL
record:r012_004,climatelabel:climate_d,HAS_CLIMATE_LABEL
record:r012_004,climatelabel:climate_specificity,HAS_CLIMATE_LABEL
record:r012_005,company:20250526113828_2025_05_26ptba_laporan_berkelanjutan113825,FROM_COMPANY
record:r012_005,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r012_005,prompt:tone_zero_shot_english_md,USED_PROMPT
record:r012_005,aspect:governance,HAS_ASPECT
record:r012_005,esgpillar:g,HAS_PILLAR
record:r012_005,tone:commitment,HAS_TONE
record:r012_005,sentiment:neutral,HAS_SENTIMENT
record:r012_005,climatelabel:governance,HAS_CLIMATE_LABEL
record:r012_005,climatelabel:climate_d,HAS_CLIMATE_LABEL
record:r012_006,company:20250526113828_2025_05_26ptba_laporan_berkelanjutan113825,FROM_COMPANY
record:r012_006,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r012_006,prompt:tone_zero_shot_english_md,USED_PROMPT
record:r012_006,aspect:governance,HAS_ASPECT
record:r012_006,esgpillar:g,HAS_PILLAR
record:r012_006,tone:action,HAS_TONE
record:r012_006,sentiment:neutral,HAS_SENTIMENT
record:r012_006,climatelabel:governance,HAS_CLIMATE_LABEL
record:r012_006,climatelabel:climate_d,HAS_CLIMATE_LABEL
record:r012_007,company:20250526113828_2025_05_26ptba_laporan_berkelanjutan113825,FROM_COMPANY
record:r012_007,model:arcee_ai_trinity_large_preview_free,GENERATED_BY_MODEL
record:r012_007,prompt:tone_zero_shot_english_md,USED_PROMPT
record:r012_007,aspect:governance,HAS_ASPECT
record:r012_007,esgpillar:g,HAS_PILLAR
record:r012_007,tone:action,HAS_TONE
record:r012_007,sentiment:neutral,HAS_SENTIMENT
record:r012_007,climatelabel:governance,HAS_CLIMATE_LABEL
record:r012_007,climatelabel:climate_d,HAS_CLIMATE_LABEL
record:r012_008,company:20250526113828_2025_05_26ptba_laporan_berkelanjutan113825,FROM_COMPANY
