job_id,status,completed,total,failed,skipped,progress_pct,document,updated_at
llm_processing_bg_20260513T010938Z_f1150f,completed,135,135,5,0,100.0,waskita_precast_SR-2025_pdf,2026-05-13T03:58:15Z
llm_processing_bg_20260513T011204Z_140a08,completed,28,28,2,0,100.0,waskita_precast_SR-2025_pdf,2026-05-13T01:36:43Z
llm_processing_bg_20260513T011248Z_3222fa,failed,4,101,4,0,4.0,waskita_precast_SR2022_pdf,2026-05-13T01:13:31Z
llm_processing_bg_20260513T011252Z_eb137f,completed,101,101,101,0,100.0,waskita_precast_SR2022_pdf,2026-05-13T01:22:16Z
llm_processing_bg_20260513T011337Z_cf3ba7,completed,101,101,101,0,100.0,waskita_precast_SR2022_pdf,2026-05-13T01:26:34Z
llm_processing_bg_20260513T011343Z_4221c4,failed,38,101,38,0,37.6,waskita_precast_SR2022_pdf,2026-05-13T01:17:38Z
llm_processing_bg_20260513T011415Z_6e56b1,failed,27,101,27,0,26.7,waskita_precast_SR2022_pdf,2026-05-13T01:17:45Z
llm_processing_bg_20260513T011419Z_498010,completed,101,101,101,0,100.0,waskita_precast_SR2022_pdf,2026-05-13T01:23:23Z
llm_processing_bg_20260513T012019Z_f98e31,failed,97,135,97,0,71.9,waskita_precast_SR-2024_pdf,2026-05-13T01:32:16Z
llm_processing_bg_20260513T012022Z_5d4c8f,failed,128,135,128,0,94.8,waskita_precast_SR-2024_pdf,2026-05-13T01:42:32Z
llm_processing_bg_20260513T012300Z_61d2c6,failed,115,135,115,0,85.2,waskita_precast_SR-2024_pdf,2026-05-13T01:43:44Z
llm_processing_bg_20260513T012303Z_5c8f41,completed,135,135,135,0,100.0,waskita_precast_SR-2024_pdf,2026-05-13T01:41:04Z
llm_processing_bg_20260513T012324Z_c27f18,completed,135,135,135,0,100.0,waskita_precast_SR-2024_pdf,2026-05-13T01:41:31Z
llm_processing_bg_20260513T012327Z_d59d8f,completed,135,135,135,0,100.0,waskita_precast_SR-2024_pdf,2026-05-13T01:45:53Z
llm_processing_bg_20260513T012340Z_208187,completed,135,135,135,0,100.0,waskita_precast_SR-2024_pdf,2026-05-13T01:41:44Z
llm_processing_bg_20260513T012344Z_ef8803,completed,135,135,135,0,100.0,waskita_precast_SR-2024_pdf,2026-05-13T01:46:08Z
llm_processing_bg_20260513T012358Z_5cbb31,completed,101,101,96,0,100.0,waskita_precast_SR-2023_pdf,2026-05-17T05:05:32Z
llm_processing_bg_20260513T012408Z_2f6b39,running,99,101,99,0,98.0,waskita_precast_SR-2023_pdf,2026-05-17T06:31:52Z
llm_processing_bg_20260513T012456Z_8b96ce,running,99,101,99,0,98.0,waskita_precast_SR-2023_pdf,2026-05-17T06:31:51Z
llm_processing_bg_20260513T012509Z_ecc17c,running,100,101,99,0,99.0,waskita_precast_SR-2023_pdf,2026-05-17T06:26:40Z
llm_processing_bg_20260513T012512Z_2912fb,completed,101,101,89,0,100.0,waskita_precast_SR-2023_pdf,2026-05-15T09:12:31Z
llm_processing_bg_20260516T084845Z_c59a57,completed,66,66,66,0,100.0,GoTo_s 2024 Sustainability Report_pdf,2026-05-16T08:49:06Z
llm_processing_bg_20260516T084910Z_f010e3,completed,66,66,66,0,100.0,GoTo_s 2024 Sustainability Report_pdf,2026-05-16T08:49:32Z
llm_processing_bg_20260516T085020Z_77cb2d,completed,66,66,66,0,100.0,GoTo_s 2024 Sustainability Report_pdf,2026-05-16T08:50:41Z
llm_processing_bg_20260516T085301Z_2e4d7e,completed,66,66,0,0,100.0,GoTo_s 2024 Sustainability Report_pdf,2026-05-16T09:38:55Z
llm_processing_bg_20260516T085308Z_40515f,completed,66,66,7,0,100.0,GoTo_s 2024 Sustainability Report_pdf,2026-05-16T10:50:01Z
llm_processing_bg_20260516T085317Z_2fae5e,completed,66,66,7,0,100.0,GoTo_s 2024 Sustainability Report_pdf,2026-05-16T09:45:51Z
llm_processing_bg_20260516T151107Z_fc064f,stopped,2,101,0,0,2.0,AR Bank Danamon 2024 INA 25 Feb Malam2_web Medium_pdf,2026-05-16T15:13:50Z
llm_processing_bg_20260516T151217Z_2ab723,completed,101,101,8,0,100.0,AR Bank Danamon 2024 INA 25 Feb Malam2_web Medium_pdf,2026-05-16T16:12:16Z
llm_processing_bg_20260516T151445Z_a20a96,completed,101,101,101,0,100.0,AR Bank Danamon 2024 INA 25 Feb Malam2_web Medium_pdf,2026-05-16T15:15:33Z
llm_processing_bg_20260516T151537Z_09cb22,completed,101,101,101,0,100.0,AR Bank Danamon 2024 INA 25 Feb Malam2_web Medium_pdf,2026-05-16T15:16:08Z
llm_processing_bg_20260516T151547Z_199f55,failed,17,101,17,0,16.8,AR Bank Danamon 2024 INA 25 Feb Malam2_web Medium_pdf,2026-05-16T15:16:01Z
llm_processing_bg_20260516T152552Z_ed8476,failed,31,101,3,0,30.7,AR Bank Danamon 2024 INA 25 Feb Malam2_web Medium_pdf,2026-05-16T16:06:34Z
llm_processing_bg_20260516T152601Z_0ffea3,completed,101,101,21,0,100.0,AR Bank Danamon 2024 INA 25 Feb Malam2_web Medium_pdf,2026-05-16T16:31:33Z
llm_processing_bg_20260516T152702Z_83ac63,failed,26,31,5,0,83.9,SR_Bundamedik_2024_pdf,2026-05-16T15:47:51Z
llm_processing_bg_20260516T152718Z_ee9179,completed,31,31,5,0,100.0,SR_Bundamedik_2024_pdf,2026-05-16T15:59:09Z
llm_processing_bg_20260516T152734Z_362cdb,completed,31,31,6,0,100.0,SR_Bundamedik_2024_pdf,2026-05-16T15:55:58Z
llm_processing_bg_20260516T152945Z_24f579,completed,58,58,7,0,100.0,Solusi_Sinergi_Digital_Annual_Report_2024_pdf,2026-05-16T15:56:50Z
llm_processing_bg_20260516T153003Z_02486a,completed,58,58,9,0,100.0,Solusi_Sinergi_Digital_Annual_Report_2024_pdf,2026-05-16T16:18:52Z
llm_processing_bg_20260516T153232Z_9206a8,completed,58,58,7,0,100.0,Solusi_Sinergi_Digital_Annual_Report_2024_pdf,2026-05-16T16:06:53Z
llm_processing_bg_20260516T153557Z_1b3da4,completed,70,70,16,0,100.0,alfamart_sustainability_2025_pdf,2026-05-16T16:19:02Z
llm_processing_bg_20260516T153631Z_eb0fb3,completed,70,70,32,0,100.0,alfamart_sustainability_2025_pdf,2026-05-16T16:32:08Z
llm_processing_bg_20260516T153722Z_31cc81,completed,70,70,6,0,100.0,alfamart_sustainability_2025_pdf,2026-05-16T16:14:18Z
llm_processing_bg_20260516T153820Z_cf2e9d,completed,45,45,4,0,100.0,amman_2024 Sustainability Report_pdf,2026-05-16T16:18:14Z
llm_processing_bg_20260516T153839Z_63dc2d,failed,44,45,3,0,97.8,amman_2024 Sustainability Report_pdf,2026-05-16T16:28:37Z
llm_processing_bg_20260516T153853Z_239026,completed,45,45,15,0,100.0,amman_2024 Sustainability Report_pdf,2026-05-16T16:02:09Z
llm_processing_bg_20260516T154037Z_ce6bdf,completed,100,100,31,0,100.0,Laporan Tahunan PT Bank Danamon Indonesia Tbk Tahun 2025 - Hires_pdf,2026-05-16T16:32:09Z
llm_processing_bg_20260516T154347Z_e316fc,failed,7,100,2,0,7.0,Laporan Tahunan PT Bank Danamon Indonesia Tbk Tahun 2025 - Hires_pdf,2026-05-16T15:55:27Z
llm_processing_bg_20260516T154405Z_bebf8e,completed,100,100,37,0,100.0,Laporan Tahunan PT Bank Danamon Indonesia Tbk Tahun 2025 - Hires_pdf,2026-05-16T16:34:34Z
llm_processing_bg_20260516T155243Z_46b02d,completed,45,45,7,0,100.0,apollo-2024-sustainability-report-june-2025_pdf,2026-05-16T16:21:10Z
llm_processing_bg_20260516T155321Z_752063,completed,45,45,8,0,100.0,apollo-2024-sustainability-report-june-2025_pdf,2026-05-16T16:57:44Z
llm_processing_bg_20260516T155407Z_8b90e5,completed,45,45,7,0,100.0,apollo-2024-sustainability-report-june-2025_pdf,2026-05-16T16:27:18Z
llm_processing_bg_20260516T155454Z_27c0b5,completed,50,50,3,0,100.0,arci-sustainability-report-2024_pdf,2026-05-16T16:28:16Z
llm_processing_bg_20260516T155507Z_409f0a,completed,50,50,1,0,100.0,arci-sustainability-report-2024_pdf,2026-05-16T17:02:09Z
llm_processing_bg_20260516T155527Z_5dbbd3,completed,50,50,5,0,100.0,arci-sustainability-report-2024_pdf,2026-05-16T16:28:28Z
llm_processing_bg_20260516T155845Z_0d0411,failed,26,40,1,0,65.0,Blibli_Tiket_Sustainbility_Report-2024_pdf,2026-05-16T16:26:48Z
llm_processing_bg_20260516T155857Z_afe8a8,completed,40,40,5,0,100.0,Blibli_Tiket_Sustainbility_Report-2024_pdf,2026-05-16T17:03:49Z
llm_processing_bg_20260516T155919Z_a4f165,completed,40,40,1,0,100.0,Blibli_Tiket_Sustainbility_Report-2024_pdf,2026-05-16T16:37:11Z
llm_processing_bg_20260516T162906Z_ee2eb9,failed,23,65,2,0,35.4,SR-Bank-Aladin-Syariah-2025_pdf,2026-05-16T16:47:57Z
llm_processing_bg_20260516T162907Z_304d69,completed,65,65,3,0,100.0,SR-Bank-Aladin-Syariah-2025_pdf,2026-05-16T17:20:26Z
llm_processing_bg_20260516T162944Z_1e7f5e,completed,65,65,3,0,100.0,SR-Bank-Aladin-Syariah-2025_pdf,2026-05-16T18:10:58Z
llm_processing_bg_20260516T163025Z_748808,completed,65,65,3,0,100.0,SR-Bank-Aladin-Syariah-2025_pdf,2026-05-16T17:25:21Z
llm_processing_bg_20260516T163107Z_6414ce,completed,70,70,2,0,100.0,69b974897d9c0c212f16304d_AR SR ARKO 2025_pdf,2026-05-16T17:14:45Z
llm_processing_bg_20260516T163135Z_e40e78,completed,70,70,2,0,100.0,69b974897d9c0c212f16304d_AR SR ARKO 2025_pdf,2026-05-16T17:36:17Z
llm_processing_bg_20260517T010606Z_66ca1a,completed,5,5,5,0,100.0,superbank_laporan-keberlanjutan-2025_pdf,2026-05-17T01:06:08Z
llm_processing_bg_20260517T010621Z_d9fa4e,completed,10,10,10,0,100.0,superbank_laporan-keberlanjutan-2025_pdf,2026-05-17T01:06:24Z
llm_processing_bg_20260517T010648Z_371547,completed,15,15,15,0,100.0,superbank_laporan-keberlanjutan-2025_pdf,2026-05-17T01:06:53Z
llm_processing_bg_20260517T010701Z_814d46,completed,15,15,15,0,100.0,superbank_laporan-keberlanjutan-2025_pdf,2026-05-17T01:07:07Z
llm_processing_bg_20260517T010848Z_604700,completed,45,45,45,0,100.0,Selamat_Sempurna_Sustainability Report SMSM 2025_pdf,2026-05-17T01:09:03Z
llm_processing_bg_20260517T010903Z_f4661f,completed,45,45,45,0,100.0,Selamat_Sempurna_Sustainability Report SMSM 2025_pdf,2026-05-17T01:09:22Z
llm_processing_bg_20260517T010916Z_7110ff,completed,45,45,45,0,100.0,Selamat_Sempurna_Sustainability Report SMSM 2025_pdf,2026-05-17T01:09:33Z
llm_processing_bg_20260517T011231Z_2db68a,completed,55,55,55,0,100.0,ABM_2025_ABMM_SR_2025_pdf,2026-05-17T01:13:00Z
llm_processing_bg_20260517T011306Z_cf4c84,completed,55,55,55,0,100.0,ABM_2025_ABMM_SR_2025_pdf,2026-05-17T01:13:42Z
llm_processing_bg_20260517T011321Z_5424a6,failed,20,55,20,0,36.4,ABM_2025_ABMM_SR_2025_pdf,2026-05-17T01:13:41Z
llm_processing_bg_20260517T011412Z_6700d3,completed,55,55,55,0,100.0,waskita_karya_SR2025_pdf,2026-05-17T01:14:20Z
llm_processing_bg_20260517T011433Z_bebdc4,completed,55,55,55,0,100.0,waskita_karya_SR2025_pdf,2026-05-17T01:14:40Z
llm_processing_bg_20260517T011448Z_ec53cc,completed,55,55,55,0,100.0,waskita_karya_SR2025_pdf,2026-05-17T01:14:56Z
llm_processing_bg_20260517T055040Z_a2f70f,running,52,55,2,0,94.5,waskita_karya_SR2025_pdf,2026-05-17T06:48:35Z
llm_processing_bg_20260517T055208Z_2b16c3,completed,55,55,55,0,100.0,waskita_karya_SR2025_pdf,2026-05-17T05:52:15Z
llm_processing_bg_20260517T055230Z_2f49b9,running,29,55,4,0,52.7,waskita_karya_SR2025_pdf,2026-05-17T06:48:36Z
llm_processing_bg_20260517T055346Z_882873,completed,55,55,55,0,100.0,waskita_karya_SR2025_pdf,2026-05-17T05:53:53Z
llm_processing_bg_20260517T055430Z_a3bfa6,failed,41,55,3,0,74.5,waskita_karya_SR2025_pdf,2026-05-17T06:48:36Z
llm_processing_bg_20260517T055913Z_fec288,running,51,55,2,0,92.7,ABM_2025_ABMM_SR_2025_pdf,2026-05-17T06:48:36Z
llm_processing_bg_20260517T055935Z_952657,running,46,55,4,0,83.6,ABM_2025_ABMM_SR_2025_pdf,2026-05-17T06:48:35Z
llm_processing_bg_20260517T055949Z_be56e2,running,44,55,2,0,80.0,ABM_2025_ABMM_SR_2025_pdf,2026-05-17T06:48:36Z
llm_processing_bg_20260517T060352Z_4430ca,completed,15,15,3,0,100.0,superbank_laporan-keberlanjutan-2025_pdf,2026-05-17T06:16:17Z
llm_processing_bg_20260517T060429Z_fe6718,completed,15,15,1,0,100.0,superbank_laporan-keberlanjutan-2025_pdf,2026-05-17T06:43:07Z
llm_processing_bg_20260517T060444Z_2c06d2,completed,15,15,1,0,100.0,superbank_laporan-keberlanjutan-2025_pdf,2026-05-17T06:16:18Z
