label,rule_tone,hybrid_error,tone_pred,sentiment_pred,ontology_alignment,greenwashing_index,ontology_path
Indonet-Annual-Report-2022_pdf/batch_4/rec_1,Unknown,,Unknown,Neutral,-0.039375174790620804,0.0,Environmental → Energy Efficiency; General → Misc
Indonet-Annual-Report-2022_pdf/batch_4/rec_2,Outcome,,Outcome,Positive,-0.10182372480630875,0.0,Social → Partnership; General → Misc
Indonet-Annual-Report-2022_pdf/batch_4/rec_3,Commitment,,Unknown,Positive,0.06970323622226715,0.0,Social → Partnership; General → Misc
Indonet-Annual-Report-2022_pdf/batch_4/rec_4,Unknown,,Unknown,Neutral,-0.036559928208589554,0.0,General → Misc
Indonet-Annual-Report-2022_pdf/batch_4/rec_5,Unknown,,Unknown,Neutral,-0.02960851788520813,0.0,General → Misc
Indonet-Annual-Report-2022_pdf/batch_4/rec_6,Unknown,,Unknown,Neutral,0.02213410660624504,0.0,General → Misc
Indonet-Annual-Report-2022_pdf/batch_4/rec_7,Unknown,,Unknown,Neutral,-0.024500001221895218,0.0,General → Misc
Indonet-Annual-Report-2022_pdf/batch_4/rec_8,Unknown,,Unknown,Neutral,-0.007534281350672245,0.0,General → Misc
Indonet-Annual-Report-2022_pdf/batch_4/rec_9,Unknown,,Unknown,Neutral,0.003577479161322117,0.0,General → Misc
Indonet-Annual-Report-2022_pdf/batch_4/rec_10,Unknown,,Unknown,Neutral,0.03521338477730751,0.0,General → Misc
Indonet-Annual-Report-2022_pdf/batch_4/rec_11,Unknown,,Unknown,Neutral,0.011518072336912155,0.0,General → Misc
Indonet-Annual-Report-2022_pdf/batch_4/rec_12,Unknown,,Unknown,Neutral,-0.007347453385591507,0.0,General → Misc
Indonet-Annual-Report-2022_pdf/batch_4/rec_13,Unknown,,Unknown,Neutral,-0.015281816013157368,0.0,General → Misc
Indonet-Annual-Report-2022_pdf/batch_4/rec_14,Unknown,,Unknown,Neutral,0.0017387685365974903,0.0,General → Misc
Indonet-Annual-Report-2022_pdf/batch_4/rec_15,Unknown,,Unknown,Neutral,0.026112912222743034,0.0,General → Misc
Indonet-Annual-Report-2022_pdf/batch_4/rec_15,Unknown,,Unknown,Neutral,0.020159147679805756,0.0,Governance → Compliance
Indonet-Annual-Report-2022_pdf/batch_4/rec_16,Unknown,,Unknown,Neutral,0.060904745012521744,0.0,Governance → Compliance
Indonet-Annual-Report-2022_pdf/batch_4/rec_17,Outcome,,Outcome,Neutral,0.051380038261413574,0.0,General → Misc
Indonet-Annual-Report-2022_pdf/batch_4/rec_17,Outcome,,Outcome,Neutral,0.06684605777263641,0.0,General → Misc
Indonet-Annual-Report-2022_pdf/batch_4/rec_17,Outcome,,Outcome,Neutral,0.02764122188091278,0.0,General → Misc
Indonet-Annual-Report-2022_pdf/batch_4/rec_17,Outcome,,Outcome,Neutral,0.0714060515165329,0.0,General → Misc
Indonet-Annual-Report-2022_pdf/batch_4/rec_18,Unknown,,Unknown,Neutral,0.05368611216545105,0.0,General → Misc
Indonet-Annual-Report-2022_pdf/batch_4/rec_18,Unknown,,Unknown,Neutral,0.05358119681477547,0.0,General → Misc
Indonet-Annual-Report-2022_pdf/batch_4/rec_18,Unknown,,Unknown,Neutral,0.10631632804870605,0.0,General → Misc
Indonet-Annual-Report-2022_pdf/batch_4/rec_19,Unknown,,Unknown,Neutral,0.049265943467617035,0.0,General → Misc
Indonet-Annual-Report-2022_pdf/batch_4/rec_20,Unknown,,Unknown,Neutral,0.05772548168897629,0.0,General → Misc
Indonet-Annual-Report-2022_pdf/batch_4/rec_21,Unknown,,Unknown,Neutral,0.0002568298950791359,0.0,General → Misc
Indonet-Annual-Report-2022_pdf/batch_4/rec_21,Unknown,,Unknown,Neutral,-0.0025870241224765778,0.0,General → Misc
Indonet-Annual-Report-2022_pdf/batch_4/rec_22,Unknown,,Unknown,Neutral,-0.024320807307958603,0.0,General → Misc
Indonet-Annual-Report-2022_pdf/batch_4/rec_23,Unknown,,Unknown,Neutral,0.02632514014840126,0.0,General → Misc
Indonet-Annual-Report-2022_pdf/batch_4/rec_24,Unknown,,Unknown,Neutral,0.035902541130781174,0.0,General → Misc
Indonet-Annual-Report-2022_pdf/batch_4/rec_24,Unknown,,Unknown,Neutral,0.011433317326009274,0.0,General → Misc
Indonet-Annual-Report-2022_pdf/batch_4/rec_25,Unknown,,Unknown,Neutral,-0.010149485431611538,0.0,General → Misc
Indonet-Annual-Report-2022_pdf/batch_4/rec_26,Unknown,,Unknown,Neutral,-0.09657512605190277,0.0,General → Misc
Indonet-Annual-Report-2022_pdf/batch_4/rec_27,Unknown,,Unknown,Neutral,0.05769472196698189,0.0,General → Misc
Indonet-Annual-Report-2022_pdf/batch_4/rec_28,Unknown,,Unknown,Neutral,-0.0282130129635334,0.0,General → Misc
Indonet-Annual-Report-2022_pdf/batch_4/rec_29,Unknown,,Unknown,Neutral,-0.03284475952386856,0.0,General → Misc
Indonet-Annual-Report-2022_pdf/batch_4/rec_1,Unknown,,Unknown,Neutral,-0.02245856635272503,0.0,Environmental → Energy Efficiency; General → Misc
Indonet-Annual-Report-2022_pdf/batch_4/rec_2,Outcome,,Outcome,Positive,-0.027250872924923897,0.0,Social → Partnership; General → Misc
Indonet-Annual-Report-2022_pdf/batch_4/rec_3,Unknown,,Unknown,Neutral,-0.0014551980420947075,0.0,General → Misc
Indonet-Annual-Report-2022_pdf/batch_4/rec_3,Unknown,,Unknown,Neutral,0.010970243252813816,0.0,Governance → Compliance
Indonet-Annual-Report-2022_pdf/batch_4/rec_4,Outcome,,Outcome,Neutral,0.0029439241625368595,0.0,General → Misc
Indonet-Annual-Report-2022_pdf/batch_4/rec_4,Outcome,,Outcome,Neutral,0.024492042139172554,0.0,General → Misc
Indonet-Annual-Report-2022_pdf/batch_4/rec_5,Unknown,,Unknown,Neutral,-0.05819515138864517,0.0,General → Misc
Indonet-Annual-Report-2022_pdf/batch_4/rec_6,Unknown,,Unknown,Neutral,0.03706339746713638,0.0,General → Misc
Indonet-Annual-Report-2022_pdf/batch_4/rec_7,Unknown,,Unknown,Neutral,-0.049169547855854034,0.0,General → Misc
Indonet-Annual-Report-2022_pdf/batch_4/rec_8,Unknown,,Unknown,Neutral,0.021909087896347046,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_1,Unknown,,Unknown,Neutral,0.023693406954407692,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_2,Unknown,,Unknown,Neutral,0.03224974125623703,0.0,Social → Education
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_3,Unknown,,Unknown,Neutral,0.02663305401802063,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_3,Unknown,,Unknown,Neutral,0.04413020610809326,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_4,Unknown,,Unknown,Neutral,-0.005979454144835472,0.0,Environmental → Emission Reduction
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_5,Unknown,,Unknown,Neutral,-0.06177713721990585,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_6,Unknown,,Unknown,Neutral,-0.009415021166205406,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_7,Unknown,,Unknown,Neutral,0.012921307235956192,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_8,Unknown,,Unknown,Neutral,-0.0042877234518527985,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_1,Commitment,,Unknown,Neutral,-0.04534713923931122,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_1,Commitment,,Unknown,Neutral,-0.05704530328512192,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_1,Commitment,,Unknown,Neutral,-0.03599594533443451,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_1,Commitment,,Unknown,Neutral,-0.031106026843190193,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_1,Commitment,,Unknown,Neutral,-0.03682180121541023,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_1,Commitment,,Unknown,Neutral,-0.062022048979997635,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_1,Commitment,,Unknown,Neutral,-0.05692633241415024,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_1,Commitment,,Unknown,Neutral,-0.03671431168913841,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_1,Commitment,,Unknown,Neutral,-0.05966014787554741,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_1,Commitment,,Unknown,Neutral,-0.0466528981924057,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_1,Commitment,,Unknown,Neutral,-0.033467847853899,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_1,Commitment,,Unknown,Neutral,-0.018101800233125687,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_1,Commitment,,Unknown,Neutral,0.004615902900695801,0.0,Social → Partnership
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_1,Commitment,,Unknown,Neutral,-0.015917669981718063,0.0,Social → Partnership; General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_1,Commitment,,Unknown,Neutral,-0.05388186126947403,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_1,Commitment,,Unknown,Neutral,-0.020313486456871033,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_1,Commitment,,Unknown,Neutral,-0.0655834898352623,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_1,Commitment,,Unknown,Neutral,-0.021509118378162384,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_1,Commitment,,Unknown,Neutral,-0.04213860630989075,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_1,Commitment,,Unknown,Neutral,-0.03421376273036003,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_1,Commitment,,Unknown,Neutral,-0.010782208293676376,0.0,Social → Welfare; Governance → Compliance; General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_1,Commitment,,Unknown,Neutral,-0.021664105355739594,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_2,Commitment,,Commitment,Neutral,-0.04804893210530281,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_2,Commitment,,Commitment,Neutral,0.032664716243743896,0.0,Social → Welfare
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_2,Commitment,,Commitment,Neutral,0.0048728808760643005,0.0,Social → Partnership; General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_2,Commitment,,Commitment,Neutral,-0.015407400205731392,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_2,Commitment,,Commitment,Neutral,-0.02831757813692093,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_2,Commitment,,Commitment,Neutral,0.01918274350464344,0.0,Social → Partnership; General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_2,Commitment,,Commitment,Neutral,0.014161442406475544,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_3,Unknown,,Unknown,Neutral,0.0059136562049388885,0.0,Governance → Transparency
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_3,Unknown,,Unknown,Neutral,0.03983737528324127,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_3,Unknown,,Unknown,Neutral,0.09151537716388702,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_3,Unknown,,Unknown,Neutral,0.02281852811574936,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_3,Unknown,,Unknown,Neutral,0.059312526136636734,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_3,Unknown,,Unknown,Neutral,0.053777024149894714,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_3,Unknown,,Unknown,Neutral,0.04139309376478195,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_4,Unknown,,Unknown,Neutral,0.0038108322769403458,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_4,Unknown,,Unknown,Neutral,0.01477617584168911,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_4,Unknown,,Unknown,Neutral,0.020220249891281128,0.0,Social → Welfare
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_4,Unknown,,Unknown,Neutral,0.007556980010122061,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_4,Unknown,,Unknown,Neutral,0.022675981745123863,0.0,Social → Partnership
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_4,Unknown,,Unknown,Neutral,0.014362556859850883,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_4,Unknown,,Unknown,Neutral,0.016063066199421883,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_4,Unknown,,Unknown,Neutral,-0.017645075917243958,0.0,Governance → Compliance
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_4,Unknown,,Unknown,Neutral,0.029470795765519142,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_5,Unknown,,Unknown,Neutral,0.0407857708632946,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_5,Unknown,,Unknown,Neutral,0.04423673078417778,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_5,Unknown,,Unknown,Neutral,0.0407857708632946,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_5,Unknown,,Unknown,Neutral,0.061054445803165436,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_5,Unknown,,Unknown,Neutral,0.013379562646150589,0.0,Environmental → Emission Reduction
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_5,Unknown,,Unknown,Neutral,0.03511259704828262,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_5,Unknown,,Unknown,Neutral,0.05900969356298447,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_6,Unknown,,Unknown,Neutral,-0.06119709461927414,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_6,Unknown,,Unknown,Neutral,-0.06600377708673477,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_6,Unknown,,Unknown,Neutral,-0.027228355407714844,0.0,Social → Welfare
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_6,Unknown,,Unknown,Neutral,-0.004237053915858269,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_6,Unknown,,Unknown,Neutral,-0.03294754773378372,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_6,Unknown,,Unknown,Neutral,-0.04613356292247772,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_6,Unknown,,Unknown,Neutral,-0.016770945861935616,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_6,Unknown,,Unknown,Neutral,-0.03932990878820419,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_6,Unknown,,Unknown,Neutral,-0.04209323227405548,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_7,Unknown,,Unknown,Neutral,-0.005764639005064964,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_7,Unknown,,Unknown,Neutral,0.055177610367536545,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_7,Unknown,,Unknown,Neutral,0.032628484070301056,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_7,Unknown,,Unknown,Neutral,0.01586633175611496,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_7,Unknown,,Unknown,Neutral,0.04594414681196213,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_7,Unknown,,Unknown,Neutral,0.0365702360868454,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_7,Unknown,,Unknown,Neutral,0.025716016069054604,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_7,Unknown,,Unknown,Neutral,0.03286507725715637,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_7,Unknown,,Unknown,Neutral,0.011423671618103981,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_7,Unknown,,Unknown,Neutral,-0.03845001384615898,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_7,Unknown,,Unknown,Neutral,-0.0344073586165905,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_7,Unknown,,Unknown,Neutral,-0.0014244746416807175,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_7,Unknown,,Unknown,Neutral,0.007375964894890785,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_7,Unknown,,Unknown,Neutral,0.015654059126973152,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_7,Unknown,,Unknown,Neutral,-0.021489940583705902,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_7,Unknown,,Unknown,Neutral,-0.021840816363692284,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_7,Unknown,,Unknown,Neutral,0.006599694490432739,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_7,Unknown,,Unknown,Neutral,0.008142691105604172,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_7,Unknown,,Unknown,Neutral,0.024884425103664398,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_7,Unknown,,Unknown,Neutral,0.04172823950648308,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_7,Unknown,,Unknown,Neutral,-0.02463189885020256,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_7,Unknown,,Unknown,Neutral,-0.04106225445866585,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_7,Unknown,,Unknown,Neutral,0.05277549475431442,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_7,Unknown,,Unknown,Neutral,0.03605351224541664,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_7,Unknown,,Unknown,Neutral,1.319684088230133e-05,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_7,Unknown,,Unknown,Neutral,0.02573312260210514,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_7,Unknown,,Unknown,Neutral,0.06073927506804466,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_7,Unknown,,Unknown,Neutral,-0.009795468300580978,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_7,Unknown,,Unknown,Neutral,0.03770510479807854,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_7,Unknown,,Unknown,Neutral,-0.00332663394510746,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_7,Unknown,,Unknown,Neutral,0.007590165361762047,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_7,Unknown,,Unknown,Neutral,-0.011533543467521667,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_7,Unknown,,Unknown,Neutral,0.030497757717967033,0.0,General → Misc
Endava We Care Sustainability Report 2024_pdf/batch_2/rec_7,Unknown,,Unknown,Neutral,0.017794523388147354,0.0,General → Misc
Intiland-Development_Sustainability-Report-2023-ID_pdf/batch_1/rec_1,Unknown,,Unknown,Neutral,-0.03288644552230835,0.0,General → Misc
Intiland-Development_Sustainability-Report-2023-ID_pdf/batch_1/rec_2,Action,,Action,Neutral,0.07234229147434235,0.0,General → Misc
Intiland-Development_Sustainability-Report-2023-ID_pdf/batch_1/rec_3,Unknown,,Unknown,Neutral,-0.00729413703083992,0.0,General → Misc
Intiland-Development_Sustainability-Report-2023-ID_pdf/batch_1/rec_4,Unknown,,Unknown,Neutral,0.030868414789438248,0.0,General → Misc
